PrId,nncid,interaction
Q01844,n384227,1
Q13148,n384227,1
Q15717,n384227,1
Q49AS9,n384227,1
Q8NDV7,n384227,1
Q9HCE1,n384227,1
Q9NZI8,n384227,1
Q9UKV8,n384227,1
Q9UL18,n384227,1
Q9Y6M1,n384227,1
O00425,n384228,1
P31483,n384228,1
P35637,n384228,1
Q01844,n384228,1
Q15717,n384228,1
Q49AS9,n384228,1
Q9NZI8,n384228,1
Q9Y6M1,n384228,1
Q15717,n384233,1
Q49AS9,n384233,1
Q15717,n384234,1
Q9UKV8,n384234,1
P35637,n384270,1
Q15717,n384270,1
Q07955,n384285,1
Q9NZI8,n384290,1
P26599,n384320,1
Q01844,n384320,1
Q9Y6M1,n384320,1
P26599,n384321,1
P35637,n384325,1
Q13148,n384325,1
Q15717,n384327,1
Q15717,n384332,1
Q07955,n384348,1
O00425,n384353,1
Q07955,n384353,1
O00425,n384393,1
P26599,n384393,1
Q15717,n384393,1
Q49AS9,n384393,1
Q9NZI8,n384393,1
Q9Y6M1,n384393,1
P26599,n384395,1
Q07955,n384395,1
Q07955,n384398,1
O00425,n384430,1
P26599,n384430,1
Q13148,n384430,1
Q15717,n384430,1
Q49AS9,n384430,1
Q9NZI8,n384430,1
Q9Y6M1,n384430,1
B7ZL34,n384480,1
O00425,n384480,1
P35637,n384480,1
Q15717,n384480,1
Q49AS9,n384480,1
Q8NDV7,n384480,1
Q9HCE1,n384480,1
Q9NZI8,n384480,1
Q9UKV8,n384480,1
Q9UL18,n384480,1
Q9Y6M1,n384480,1
O00425,n384484,1
Q15717,n384484,1
Q96PU8,n384484,1
Q9Y6M1,n384484,1
Q07955,n384498,1
P31483,n384533,1
Q15717,n384536,1
Q9UKV8,n384573,1
Q9UL18,n384573,1
Q9Y6M1,n384573,1
Q49AS9,n384580,1
O00425,n384605,1
Q07955,n384605,1
Q49AS9,n384605,1
Q07955,n384624,1
Q15717,n384624,1
Q49AS9,n384624,1
Q9UKV8,n384624,1
Q9UL18,n384624,1
Q9Y6M1,n384624,1
B7ZL34,n384625,1
O00425,n384625,1
P31483,n384625,1
P35637,n384625,1
Q01844,n384625,1
Q15717,n384625,1
Q49AS9,n384625,1
Q8NDV7,n384625,1
Q9HCE1,n384625,1
Q9NZI8,n384625,1
Q9Y6M1,n384625,1
O00425,n384655,1
P26599,n384655,1
Q15717,n384655,1
Q07955,n384656,1
P31483,n384684,1
Q49AS9,n384684,1
O00425,n384686,1
Q07955,n384686,1
Q15717,n384686,1
Q9HCE1,n384686,1
Q9NZI8,n384686,1
Q9Y6M1,n384686,1
O00425,n384690,1
Q07955,n384690,1
Q15717,n384690,1
Q9NZI8,n384690,1
P35637,n384700,1
Q15717,n384703,1
O00425,n384720,1
P35637,n384720,1
Q01844,n384720,1
Q15717,n384720,1
Q9NZI8,n384720,1
Q9Y6M1,n384720,1
O00425,n384738,1
P26599,n384738,1
Q07955,n384738,1
Q15717,n384738,1
Q96PU8,n384738,1
Q9NZI8,n384738,1
Q9UKV8,n384738,1
Q9Y6M1,n384738,1
Q01844,n384742,1
Q13148,n384742,1
O00425,n384754,1
P35637,n384754,1
Q01844,n384754,1
Q07955,n384754,1
Q15717,n384754,1
Q49AS9,n384754,1
Q9NZI8,n384754,1
Q9UKV8,n384754,1
Q9UL18,n384754,1
Q9Y6M1,n384754,1
Q9NZI8,n384755,1
Q9Y6M1,n384755,1
Q13148,n384757,1
Q15717,n384757,1
Q13148,n384758,1
Q15717,n384767,1
Q07955,n384841,1
O00425,n384927,1
Q9HCE1,n384927,1
Q9NZI8,n384927,1
Q9Y6M1,n384927,1
B7ZL34,n384936,1
O00425,n384936,1
P35637,n384936,1
Q01844,n384936,1
Q15717,n384936,1
Q9HCE1,n384936,1
Q9NZI8,n384936,1
Q9UKV8,n384936,1
Q9UL18,n384936,1
Q9Y6M1,n384936,1
Q49AS9,n384946,1
Q15717,n384964,1
O00425,n384975,1
O00425,n384996,1
P31483,n384996,1
P35637,n384996,1
Q01844,n384996,1
Q15717,n384996,1
Q49AS9,n384996,1
Q9HCE1,n384996,1
Q9NZI8,n384996,1
Q9UKV8,n384996,1
Q9UL18,n384996,1
Q9Y6M1,n384996,1
Q15717,n385002,1
Q15717,n385036,1
O00425,n385039,1
Q13148,n385039,1
Q15717,n385039,1
Q07955,n385044,1
Q15717,n385059,1
Q9UKV8,n385059,1
Q8NDV7,n385064,1
P31483,n385069,1
B7ZL34,n385106,1
O00425,n385106,1
P26599,n385106,1
P35637,n385106,1
Q15717,n385106,1
Q49AS9,n385106,1
Q9NZI8,n385106,1
Q9UKV8,n385106,1
O00425,n385119,1
Q9NZI8,n385119,1
Q9Y6M1,n385119,1
P26599,n385123,1
Q15717,n385123,1
O00425,n385130,1
P35637,n385130,1
Q13148,n385130,1
Q49AS9,n385130,1
Q9NZI8,n385130,1
Q9UKV8,n385130,1
Q9UL18,n385130,1
O00425,n385139,1
P35637,n385139,1
Q49AS9,n385139,1
Q9NZI8,n385139,1
Q9Y6M1,n385139,1
Q15717,n385140,1
P31483,n385145,1
Q01844,n385145,1
Q13148,n385145,1
Q15717,n385145,1
Q49AS9,n385145,1
Q9UKV8,n385145,1
Q07955,n385150,1
Q15717,n385150,1
B7ZL34,n385185,1
O00425,n385185,1
P26599,n385185,1
P35637,n385185,1
Q01844,n385185,1
Q15717,n385185,1
Q9NZI8,n385185,1
Q9Y6M1,n385185,1
P26599,n385187,1
P35637,n385187,1
Q8NDV7,n385188,1
Q9UKV8,n385188,1
Q9UL18,n385188,1
O00425,n385192,1
Q07955,n385195,1
P31483,n385203,1
Q15717,n385203,1
Q9HCE1,n385203,1
Q9Y6M1,n385203,1
Q07955,n385204,1
Q15717,n385210,1
Q49AS9,n385210,1
Q07955,n385219,1
P26599,n385223,1
P35637,n385223,1
Q49AS9,n385223,1
Q07955,n385224,1
Q07955,n385225,1
O00425,n385229,1
P31483,n385229,1
Q13148,n385229,1
Q15717,n385229,1
Q49AS9,n385229,1
Q9NZI8,n385229,1
O00425,n385240,1
P35637,n385240,1
Q07955,n385240,1
Q15717,n385240,1
Q9NZI8,n385240,1
Q9Y6M1,n385240,1
Q07955,n385245,1
Q49AS9,n385245,1
Q96PU8,n385255,1
O00425,n385256,1
Q15717,n385256,1
Q9Y6M1,n385256,1
Q13148,n385261,1
Q15717,n385261,1
P26599,n385272,1
Q13148,n385272,1
O00425,n385273,1
P26599,n385273,1
Q15717,n385273,1
Q49AS9,n385273,1
Q9NZI8,n385273,1
Q9Y6M1,n385273,1
Q07955,n385274,1
Q15717,n385274,1
Q9UKV8,n385274,1
Q9UL18,n385274,1
Q9NZI8,n385287,1
Q15717,n385291,1
Q9HCE1,n385302,1
Q07955,n385310,1
P35637,n385315,1
O43251,n385318,1
P26599,n385318,1
P31483,n385318,1
Q13148,n385318,1
Q49AS9,n385318,1
O00425,n385370,1
P26599,n385370,1
Q01844,n385370,1
Q15717,n385370,1
Q49AS9,n385370,1
Q9Y6M1,n385370,1
P26599,n385405,1
Q13148,n385408,1
B7ZL34,n385425,1
O00425,n385425,1
P35637,n385425,1
Q15717,n385425,1
Q49AS9,n385425,1
Q9NZI8,n385425,1
Q9UKV8,n385425,1
Q9UL18,n385425,1
Q9Y6M1,n385425,1
P26599,n385430,1
Q15717,n385434,1
Q13148,n385467,1
O00425,n385468,1
P26599,n385468,1
P31483,n385468,1
P35637,n385468,1
Q01844,n385468,1
Q13148,n385468,1
Q15717,n385468,1
Q49AS9,n385468,1
Q9HCE1,n385468,1
Q9NZI8,n385468,1
Q9UKV8,n385468,1
Q9UL18,n385468,1
Q9Y6M1,n385468,1
Q01844,n385480,1
Q15717,n385480,1
Q96PU8,n385481,1
P31483,n385488,1
Q15717,n385488,1
O00425,n385511,1
P35637,n385511,1
Q01844,n385511,1
Q15717,n385511,1
Q49AS9,n385511,1
Q9NZI8,n385511,1
Q9UKV8,n385511,1
Q9UL18,n385511,1
Q9Y6M1,n385511,1
Q9Y6M1,n385516,1
O00425,n385519,1
Q9NZI8,n385519,1
Q9Y6M1,n385519,1
Q07955,n385531,1
Q9Y6M1,n385569,1
Q15717,n385631,1
Q15717,n385632,1
Q49AS9,n385632,1
Q9HCE1,n385638,1
Q9UKV8,n385638,1
Q9UL18,n385638,1
P26599,n385667,1
Q15717,n385667,1
O00425,n385679,1
B7ZL34,n385685,1
O00425,n385685,1
P26599,n385685,1
P31483,n385685,1
P35637,n385685,1
Q01844,n385685,1
Q15717,n385685,1
Q49AS9,n385685,1
Q8NDV7,n385685,1
Q96PU8,n385685,1
Q9HCE1,n385685,1
Q9NZI8,n385685,1
Q9UKV8,n385685,1
Q9UL18,n385685,1
Q9Y6M1,n385685,1
Q13148,n385688,1
Q15717,n385688,1
Q49AS9,n385688,1
P35637,n385707,1
P31483,n385709,1
B7ZL34,n385725,1
O00425,n385725,1
P31483,n385725,1
P35637,n385725,1
Q01844,n385725,1
Q13148,n385725,1
Q15717,n385725,1
Q49AS9,n385725,1
Q8NDV7,n385725,1
Q96PU8,n385725,1
Q9HCE1,n385725,1
Q9NZI8,n385725,1
Q9UKV8,n385725,1
Q9UL18,n385725,1
Q9Y6M1,n385725,1
B7ZL34,n385727,1
O00425,n385727,1
P35637,n385727,1
Q01844,n385727,1
Q13148,n385727,1
Q15717,n385727,1
Q49AS9,n385727,1
Q8NDV7,n385727,1
Q96PU8,n385727,1
Q9NZI8,n385727,1
Q9UKV8,n385727,1
Q9UL18,n385727,1
Q9Y6M1,n385727,1
B7ZL34,n385729,1
O00425,n385729,1
P35637,n385729,1
Q01844,n385729,1
Q15717,n385729,1
Q49AS9,n385729,1
Q8NDV7,n385729,1
Q96PU8,n385729,1
Q9NZI8,n385729,1
Q9UKV8,n385729,1
Q9UL18,n385729,1
Q9Y6M1,n385729,1
B7ZL34,n385730,1
O00425,n385730,1
P35637,n385730,1
Q01844,n385730,1
Q13148,n385730,1
Q15717,n385730,1
Q9Y6M1,n385730,1
Q13148,n385758,1
Q15717,n385760,1
Q15717,n385765,1
Q15717,n385775,1
Q15717,n385780,1
Q49AS9,n385786,1
P26599,n385787,1
Q15717,n385787,1
Q9NZI8,n385787,1
Q07955,n385792,1
Q15717,n385801,1
Q49AS9,n385802,1
O00425,n385806,1
P35637,n385806,1
P26599,n385812,1
Q9Y6M1,n385812,1
O00425,n385813,1
Q15717,n385813,1
Q9HCE1,n385813,1
Q9NZI8,n385813,1
Q9Y6M1,n385813,1
Q15717,n385822,1
Q9UKV8,n385822,1
Q07955,n385829,1
O00425,n385835,1
Q15717,n385842,1
P35637,n385849,1
Q07955,n385849,1
Q15717,n385849,1
Q07955,n385902,1
P26599,n385914,1
Q07955,n385914,1
Q13148,n385947,1
B7ZL34,n385951,1
O00425,n385951,1
P26599,n385951,1
P31483,n385951,1
P35637,n385951,1
Q15717,n385951,1
Q49AS9,n385951,1
Q9HCE1,n385951,1
Q9NZI8,n385951,1
Q9Y6M1,n385951,1
Q49AS9,n385991,1
O00425,n386025,1
Q01844,n386025,1
Q15717,n386025,1
Q49AS9,n386025,1
Q9UKV8,n386025,1
O43251,n386034,1
Q15717,n386034,1
Q15717,n386063,1
O00425,n386067,1
Q07955,n386067,1
Q9NZI8,n386067,1
Q9UKV8,n386067,1
Q9UL18,n386067,1
Q9Y6M1,n386067,1
Q07955,n386097,1
Q49AS9,n386098,1
O43251,n386100,1
P35637,n386100,1
Q07955,n386100,1
Q15717,n386100,1
Q07955,n386108,1
Q07955,n386110,1
Q07955,n386118,1
Q15717,n386148,1
Q49AS9,n386152,1
Q07955,n386154,1
Q15717,n386164,1
Q07955,n386178,1
O00425,n386194,1
Q07955,n386194,1
Q9NZI8,n386194,1
Q9Y6M1,n386194,1
P35637,n386209,1
Q15717,n386209,1
Q9UKV8,n386209,1
P26599,n386215,1
Q07955,n386230,1
O00425,n386231,1
Q15717,n386231,1
Q49AS9,n386231,1
Q9NZI8,n386231,1
Q9UKV8,n386231,1
Q9Y6M1,n386231,1
O00425,n386260,1
P31483,n386260,1
Q9HCE1,n386260,1
Q9Y6M1,n386260,1
P31483,n386315,1
Q07955,n386315,1
Q15717,n386315,1
Q49AS9,n386315,1
Q9NZI8,n386315,1
Q9NZI8,n386319,1
P26599,n386328,1
Q13148,n386328,1
Q15717,n386328,1
Q9NZI8,n386328,1
Q13148,n386332,1
Q9HCE1,n386332,1
B7ZL34,n386343,1
O00425,n386343,1
P31483,n386343,1
P35637,n386343,1
Q15717,n386343,1
Q49AS9,n386343,1
Q9HCE1,n386343,1
Q9NZI8,n386343,1
Q9Y6M1,n386343,1
Q07955,n386353,1
Q15717,n386353,1
Q9NZI8,n386353,1
O00425,n386362,1
P31483,n386362,1
P35637,n386362,1
Q01844,n386362,1
Q15717,n386362,1
Q49AS9,n386362,1
Q9UKV8,n386362,1
Q9UL18,n386362,1
Q9Y6M1,n386362,1
P26599,n386372,1
Q07955,n386391,1
Q07955,n386395,1
B7ZL34,n386411,1
Q07955,n386435,1
B7ZL34,n386448,1
O00425,n386448,1
Q01844,n386448,1
Q07955,n386448,1
Q13148,n386448,1
Q15717,n386448,1
Q9NZI8,n386448,1
Q9Y6M1,n386448,1
Q07955,n386451,1
P35637,n386454,1
Q15717,n386466,1
Q13148,n386477,1
Q49AS9,n386492,1
Q9UKV8,n386492,1
P26599,n386501,1
Q07955,n386501,1
O00425,n386512,1
Q15717,n386512,1
O00425,n386524,1
P31483,n386524,1
P35637,n386524,1
Q15717,n386524,1
P26599,n386532,1
Q07955,n386538,1
Q9NZI8,n386538,1
Q9UKV8,n386538,1
Q9UL18,n386538,1
Q13148,n386539,1
Q15717,n386539,1
Q07955,n386543,1
P35637,n386571,1
Q07955,n386571,1
Q07955,n386577,1
Q07955,n386588,1
O00425,n386592,1
Q9UKV8,n386592,1
Q9UL18,n386592,1
Q07955,n386605,1
Q15717,n386605,1
Q07955,n386627,1
Q9UKV8,n386628,1
Q9UL18,n386628,1
O00425,n386641,1
Q15717,n386641,1
Q9NZI8,n386641,1
Q9UKV8,n386641,1
Q07955,n386649,1
O00425,n386655,1
Q07955,n386655,1
Q49AS9,n386655,1
Q9NZI8,n386687,1
Q9Y6M1,n386687,1
Q07955,n386691,1
P35637,n386737,1
Q07955,n386815,1
Q07955,n386818,1
P26599,n386856,1
Q15717,n386856,1
O00425,n386901,1
Q07955,n386957,1
O00425,n386976,1
Q13148,n386976,1
Q15717,n386976,1
Q96PU8,n386976,1
Q9NZI8,n386976,1
Q9Y6M1,n386976,1
O00425,n386977,1
Q15717,n386977,1
Q9NZI8,n386977,1
Q9UKV8,n386977,1
Q9UL18,n386977,1
Q07955,n387010,1
Q49AS9,n387010,1
P26599,n387016,1
Q07955,n387016,1
P26599,n387017,1
Q07955,n387017,1
Q07955,n387024,1
Q13148,n387024,1
P26599,n387025,1
Q07955,n387026,1
Q15717,n387046,1
Q9UKV8,n387048,1
O00425,n387059,1
B7ZL34,n387060,1
O00425,n387060,1
P31483,n387060,1
P35637,n387060,1
Q07955,n387060,1
Q15717,n387060,1
Q49AS9,n387060,1
Q9NZI8,n387060,1
Q9UKV8,n387060,1
Q9UL18,n387060,1
Q9Y6M1,n387060,1
P31483,n387063,1
P35637,n387063,1
Q01844,n387063,1
Q13148,n387063,1
Q15717,n387063,1
Q49AS9,n387063,1
Q9HCE1,n387063,1
O00425,n387106,1
Q15717,n387106,1
Q9Y6M1,n387106,1
Q07955,n387112,1
O00425,n387116,1
Q15717,n387116,1
Q07955,n387128,1
Q07955,n387140,1
Q07955,n387142,1
Q15717,n387142,1
Q07955,n387178,1
Q15717,n387210,1
Q9UKV8,n387210,1
O00425,n387236,1
O00425,n387265,1
Q9Y6M1,n387265,1
P31483,n387266,1
P35637,n387266,1
Q49AS9,n387266,1
O00425,n387280,1
P26599,n387292,1
Q15717,n387306,1
Q9NZI8,n387313,1
Q07955,n387316,1
O00425,n387397,1
P26599,n387397,1
P35637,n387397,1
Q13148,n387397,1
Q15717,n387397,1
Q9NZI8,n387397,1
Q9UKV8,n387397,1
Q9UL18,n387397,1
Q9Y6M1,n387397,1
Q13148,n387402,1
Q15717,n387402,1
Q49AS9,n387437,1
Q07955,n387439,1
Q15717,n387476,1
Q9Y6M1,n387602,1
Q07955,n387614,1
Q07955,n387634,1
Q9HCE1,n387634,1
O00425,n387641,1
Q07955,n387641,1
P31483,n387706,1
Q49AS9,n387706,1
Q07955,n387712,1
Q07955,n387718,1
Q9HCE1,n387718,1
P35637,n387719,1
Q01844,n387719,1
Q07955,n387719,1
Q13148,n387719,1
Q15717,n387719,1
Q9UKV8,n387719,1
O00425,n387722,1
P35637,n387722,1
Q01844,n387722,1
Q13148,n387722,1
Q15717,n387722,1
Q49AS9,n387722,1
Q8NDV7,n387722,1
Q96PU8,n387722,1
Q9NZI8,n387722,1
Q9UKV8,n387722,1
Q9UL18,n387722,1
Q9Y6M1,n387722,1
P31483,n387733,1
Q07955,n387748,1
O00425,n3891,1
P35637,n3891,1
Q01844,n3891,1
Q13148,n3891,1
Q01844,n3892,1
Q13148,n3892,1
Q13148,n3893,1
P31483,n3894,1
P35637,n3894,1
Q01844,n3894,1
Q13148,n3894,1
Q15717,n3894,1
Q49AS9,n3894,1
Q15717,n405217,1
Q07955,n405255,1
Q07955,n405299,1
Q9HCE1,n405299,1
Q15717,n405311,1
O00425,n405399,1
Q07955,n405399,1
Q15717,n405416,1
Q9UKV8,n405416,1
Q07955,n405417,1
Q49AS9,n405417,1
Q9NZI8,n405438,1
Q9UKV8,n405438,1
Q9UL18,n405438,1
Q9Y6M1,n405438,1
Q07955,n405439,1
Q9HCE1,n405439,1
O00425,n405440,1
Q07955,n405440,1
Q07955,n405453,1
Q15717,n405455,1
Q9NZI8,n405456,1
P31483,n405460,1
Q49AS9,n405460,1
Q07955,n405468,1
Q9NZI8,n405468,1
Q07955,n405477,1
Q15717,n405477,1
Q9NZI8,n405477,1
P26599,n405484,1
Q13148,n405484,1
Q49AS9,n405484,1
Q9Y6M1,n405487,1
O00425,n405504,1
P35637,n405504,1
Q15717,n405504,1
Q9NZI8,n405504,1
Q9UKV8,n405504,1
Q9Y6M1,n405504,1
Q07955,n405508,1
Q07955,n405510,1
O00425,n405523,1
Q15717,n405556,1
Q9NZI8,n405556,1
B7ZL34,n405558,1
Q07955,n405558,1
B7ZL34,n405569,1
O00425,n405569,1
Q01844,n405569,1
Q07955,n405569,1
Q15717,n405569,1
Q9HCE1,n405569,1
Q9Y6M1,n405569,1
Q15717,n405576,1
Q13148,n405607,1
Q15717,n405607,1
Q9NZI8,n405607,1
Q9UKV8,n405607,1
Q9UL18,n405607,1
Q07955,n405614,1
Q15717,n405614,1
Q8NDV7,n405620,1
Q9NZI8,n405620,1
Q9Y6M1,n405620,1
Q15717,n405621,1
Q07955,n405660,1
O00425,n405665,1
Q01844,n405665,1
P26599,n405671,1
Q07955,n405691,1
Q07955,n405702,1
Q01844,n405755,1
Q07955,n405795,1
Q9Y6M1,n405795,1
Q07955,n405862,1
Q15717,n405884,1
Q9UKV8,n405884,1
Q07955,n405893,1
Q49AS9,n405893,1
O00425,n405912,1
Q07955,n405912,1
Q15717,n405951,1
Q9UKV8,n405951,1
Q07955,n405981,1
Q07955,n405982,1
Q07955,n405985,1
Q15717,n405990,1
Q15717,n405993,1
Q07955,n406117,1
Q9Y6M1,n406117,1
B7ZL34,n406134,1
O00425,n406134,1
P35637,n406134,1
Q01844,n406134,1
Q15717,n406134,1
Q49AS9,n406134,1
Q9NZI8,n406134,1
Q9UKV8,n406134,1
Q9UL18,n406134,1
Q9Y6M1,n406134,1
P31483,n406138,1
Q15717,n406138,1
Q49AS9,n406138,1
Q07955,n406145,1
Q49AS9,n406145,1
Q07955,n406191,1
Q07955,n406192,1
P26599,n406194,1
Q07955,n406194,1
O00425,n406195,1
Q07955,n406198,1
O00425,n406201,1
Q07955,n406201,1
Q9HCE1,n406201,1
Q9NZI8,n406201,1
Q9Y6M1,n406201,1
Q07955,n406202,1
Q07955,n406225,1
Q13148,n406225,1
Q07955,n406247,1
P26599,n406266,1
Q15717,n406274,1
Q9UKV8,n406274,1
Q07955,n406277,1
Q49AS9,n406296,1
Q07955,n406299,1
Q9UKV8,n406300,1
Q9UL18,n406300,1
Q07955,n406328,1
P31483,n406336,1
Q07955,n406336,1
Q15717,n406336,1
Q49AS9,n406336,1
Q15717,n406370,1
O00425,n406409,1
P31483,n406409,1
Q07955,n406409,1
Q15717,n406409,1
Q49AS9,n406409,1
Q9NZI8,n406409,1
Q9UKV8,n406409,1
Q9UL18,n406409,1
Q9Y6M1,n406409,1
Q15717,n406416,1
O00425,n406422,1
Q07955,n406422,1
Q15717,n406422,1
Q8NDV7,n406422,1
Q9NZI8,n406422,1
Q9UKV8,n406422,1
Q9Y6M1,n406422,1
Q13148,n406428,1
O00425,n406442,1
Q07955,n406442,1
Q07955,n406444,1
Q15717,n406444,1
Q9NZI8,n406449,1
Q49AS9,n406475,1
O00425,n406488,1
Q15717,n406488,1
P26599,n406515,1
Q07955,n406566,1
Q07955,n406569,1
Q07955,n406598,1
Q15717,n406604,1
Q15717,n406605,1
Q07955,n406782,1
Q9HCE1,n406795,1
Q15717,n406796,1
Q15717,n406816,1
P26599,n406833,1
P35637,n406847,1
Q07955,n406847,1
Q49AS9,n406847,1
O00425,n406866,1
P26599,n406866,1
Q07955,n406866,1
Q15717,n406866,1
Q49AS9,n406866,1
Q9NZI8,n406866,1
Q9Y6M1,n406866,1
Q9UKV8,n406872,1
Q9UL18,n406872,1
Q07955,n406889,1
Q9HCE1,n406899,1
Q13148,n406900,1
Q15717,n406900,1
Q9UKV8,n406900,1
Q9UL18,n406900,1
O00425,n406914,1
Q15717,n406914,1
Q9UKV8,n406914,1
Q07955,n406926,1
P26599,n406931,1
Q15717,n406931,1
Q15717,n406939,1
O00425,n406952,1
Q07955,n406964,1
Q9NZI8,n407027,1
Q15717,n407046,1
Q07955,n407050,1
Q15717,n407050,1
Q9NZI8,n407050,1
Q9Y6M1,n407050,1
P35637,n407073,1
Q13148,n407073,1
Q15717,n407073,1
Q9UKV8,n407073,1
Q07955,n407098,1
O00425,n407108,1
Q9Y6M1,n407108,1
O00425,n407125,1
Q49AS9,n407125,1
Q9Y6M1,n407125,1
Q07955,n407138,1
Q07955,n407159,1
Q07955,n407161,1
P35637,n407163,1
Q07955,n407163,1
Q07955,n407173,1
Q9UKV8,n407195,1
Q9UL18,n407195,1
Q07955,n407210,1
Q15717,n407210,1
Q9UKV8,n407210,1
Q9UL18,n407210,1
Q07955,n407249,1
Q07955,n407283,1
Q13148,n407312,1
Q9Y6M1,n407312,1
P26599,n407346,1
Q07955,n407372,1
Q9UKV8,n407383,1
Q9UL18,n407383,1
Q15717,n407410,1
Q9NZI8,n407410,1
Q9UKV8,n407410,1
Q07955,n407412,1
Q07955,n407413,1
Q9Y6M1,n407413,1
Q07955,n407433,1
O00425,n407441,1
Q9HCE1,n407441,1
Q8NDV7,n407442,1
Q07955,n407444,1
O00425,n407447,1
Q9HCE1,n407447,1
Q9NZI8,n407447,1
Q9Y6M1,n407447,1
O00425,n407464,1
Q9NZI8,n407464,1
Q07955,n407465,1
Q15717,n407465,1
Q49AS9,n407465,1
Q9HCE1,n407465,1
Q9Y6M1,n407465,1
Q07955,n407466,1
Q9HCE1,n407466,1
Q9Y6M1,n407466,1
Q15717,n407473,1
Q9UKV8,n407513,1
P26599,n407520,1
Q15717,n407520,1
B7ZL34,n407534,1
O00425,n407534,1
Q96PU8,n407534,1
Q9NZI8,n407534,1
Q9Y6M1,n407534,1
O00425,n407550,1
Q15717,n407550,1
Q9NZI8,n407550,1
Q9UKV8,n407550,1
Q9Y6M1,n407550,1
Q07955,n407553,1
Q07955,n407565,1
Q07955,n407566,1
Q9NZI8,n407569,1
Q96PU8,n407574,1
Q15717,n407588,1
Q49AS9,n407588,1
O00425,n407602,1
P35637,n407602,1
O00425,n407659,1
Q9NZI8,n407659,1
Q9Y6M1,n407659,1
Q15717,n407669,1
Q07955,n407687,1
O00425,n407707,1
P35637,n407721,1
Q01844,n407721,1
Q15717,n407721,1
Q9HCE1,n407721,1
Q07955,n407729,1
Q49AS9,n407749,1
Q15717,n407761,1
Q9NZI8,n407761,1
Q9UKV8,n407761,1
Q15717,n407766,1
Q15717,n407771,1
Q49AS9,n407775,1
Q49AS9,n407918,1
Q15717,n407922,1
Q9HCE1,n407936,1
Q15717,n407937,1
P31483,n407963,1
Q49AS9,n407963,1
Q07955,n408016,1
Q9UKV8,n408024,1
Q9UL18,n408024,1
Q07955,n408032,1
P26599,n408051,1
P31483,n408051,1
P35637,n408051,1
Q01844,n408051,1
Q13148,n408051,1
Q15717,n408051,1
Q49AS9,n408051,1
Q07955,n408071,1
O00425,n408075,1
Q9NZI8,n408075,1
O00425,n408119,1
P31483,n408119,1
Q01844,n408119,1
Q13148,n408119,1
Q49AS9,n408119,1
Q9NZI8,n408119,1
Q9UKV8,n408119,1
Q9UL18,n408119,1
Q9Y6M1,n408119,1
Q07955,n408123,1
Q07955,n408176,1
Q15717,n408189,1
Q15717,n408191,1
Q49AS9,n408200,1
Q15717,n408211,1
Q9NZI8,n408220,1
Q9Y6M1,n408220,1
Q9UKV8,n408221,1
Q9UL18,n408221,1
Q9NZI8,n408239,1
O00425,n408241,1
Q07955,n408241,1
Q15717,n408241,1
Q9UKV8,n408241,1
Q9NZI8,n408255,1
O00425,n408277,1
Q15717,n408277,1
Q9NZI8,n408277,1
Q9Y6M1,n408277,1
P26599,n408292,1
Q15717,n408292,1
Q07955,n408302,1
Q49AS9,n408309,1
Q07955,n408324,1
Q07955,n408331,1
Q07955,n408335,1
Q9UKV8,n408340,1
Q9UL18,n408340,1
Q07955,n408342,1
Q15717,n408342,1
Q07955,n408349,1
O00425,n408353,1
Q01844,n408353,1
Q07955,n408353,1
Q15717,n408353,1
Q9NZI8,n408353,1
Q9Y6M1,n408353,1
P31483,n408354,1
Q15717,n408354,1
Q49AS9,n408354,1
Q07955,n408890,1
P31483,n408895,1
Q07955,n408895,1
P31483,n409084,1
O00425,n409115,1
Q07955,n409115,1
P35637,n409143,1
Q13148,n409143,1
Q15717,n409143,1
O43251,n409149,1
Q15717,n409149,1
Q8NDV7,n409149,1
Q9HCE1,n409149,1
Q9UKV8,n409149,1
O00425,n409156,1
Q07955,n409170,1
B7ZL34,n409179,1
O00425,n409179,1
Q07955,n409179,1
Q15717,n409179,1
Q49AS9,n409179,1
Q9NZI8,n409179,1
Q9UKV8,n409179,1
Q9UL18,n409179,1
Q9Y6M1,n409179,1
O00425,n409180,1
Q9NZI8,n409180,1
Q9Y6M1,n409180,1
Q9NZI8,n409183,1
Q07955,n409235,1
Q07955,n409256,1
Q15717,n409275,1
Q15717,n409282,1
Q49AS9,n409282,1
P31483,n409305,1
Q15717,n409305,1
Q49AS9,n409305,1
Q15717,n409320,1
P31483,n409334,1
P31483,n409359,1
Q07955,n409368,1
Q07955,n409402,1
O00425,n409438,1
Q9NZI8,n409438,1
Q9Y6M1,n409438,1
Q15717,n409442,1
Q07955,n409519,1
Q49AS9,n409519,1
Q49AS9,n409529,1
O00425,n409540,1
P31483,n409540,1
Q07955,n409540,1
Q49AS9,n409540,1
Q9HCE1,n409540,1
Q9NZI8,n409540,1
Q07955,n409548,1
Q15717,n409618,1
Q9UKV8,n409618,1
Q9UL18,n409618,1
Q15717,n409636,1
Q07955,n409649,1
B7ZL34,n409672,1
O00425,n409672,1
P35637,n409672,1
Q15717,n409672,1
Q49AS9,n409672,1
Q8NDV7,n409672,1
Q9NZI8,n409672,1
Q9UKV8,n409672,1
Q9UL18,n409672,1
Q9Y6M1,n409672,1
Q15717,n409673,1
Q49AS9,n409673,1
B7ZL34,n409674,1
P31483,n409674,1
