,ncIdentifier,prIdentifier,interaction
1008,n387060,Q9H9G7,1
1009,n387060,Q9HCK5,1
1010,n407441,O00425,1
1011,n345975,P35637,1
1012,n345170,Q15717,1
1013,n344778,Q01844,1
1014,n408119,O00425,1
1015,n344992,Q13148,1
1016,n377827,O00425,1
1017,n384770,Q15717,1
1018,n386209,Q86X94,1
1019,n379927,Q9Y6M1,1
1020,n371910,Q49AS9,1
1021,n373685,Q07955,1
1022,n344909,Q15717,1
1023,n345281,Q86X94,1
1024,n381942,Q07955,1
1025,n363484,Q9NZI8,1
1026,n384700,P35637,1
1027,n411578,Q9Y6M1,1
1028,n346523,Q07955,1
1029,n406442,O00425,1
1030,n381409,Q9NZI8,1
1031,n385185,P35637,1
1032,n370126,Q9Y6M1,1
1033,n376384,Q15717,1
1034,n376985,Q15717,1
1035,n379132,P26599,1
1036,n344659,Q49AS9,1
1037,n386231,Q15717,1
1038,n376203,Q9Y6M1,1
1039,n381430,Q01844,1
1040,n344559,Q15717,1
1041,n345685,P31483,1
1042,n383862,B7ZL34,1
1043,n385106,Q15717,1
1044,n386343,Q15717,1
1045,n383190,Q49AS9,1
1046,n345059,Q15717,1
1047,n344778,Q15717,1
1048,n407434,Q15717,1
1049,n344540,Q13148,1
1050,n344679,Q13148,1
1051,n383179,Q07955,1
1052,n385039,Q13148,1
1053,n409684,Q9UKV8,1
1054,n384210,P31483,1
1055,n409406,Q9NZI8,1
1056,n371301,Q9UKV8,1
1057,n384754,P35637,1
1058,n346422,Q49AS9,1
1059,n385202,Q9UKV8,1
1060,n344799,Q49AS9,1
1061,n385106,Q49AS9,1
1062,n346033,Q07955,1
1063,n378252,Q15717,1
1064,n344775,O00425,1
1065,n368627,Q9NZI8,1
1066,n383186,Q86X94,1
1067,n384720,Q9Y6M1,1
1068,n381417,Q15717,1
1069,n345175,Q15717,1
1070,n405607,Q9NZI8,1
1071,n385775,Q15717,1
1072,n367848,Q15717,1
1073,n377416,Q49AS9,1
1074,n373804,Q15717,1
1075,n408051,Q01844,1
1076,n377834,Q8NDV7,1
1077,n377834,Q9UPQ9,1
1078,n377834,Q9HCJ0,1
1079,n406336,Q15717,1
1080,n379436,Q07955,1
1081,n368106,P31483,1
1082,n381557,Q9Y6M1,1
1083,n384996,Q9Y6M1,1
1084,n410638,Q15717,1
1085,n377873,Q9Y6M1,1
1086,n378567,Q15717,1
1087,n407211,Q15717,1
1088,n345226,Q86X94,1
1089,n385951,Q9NZI8,1
1090,n345653,Q01844,1
1091,n405438,Q9UL18,1
1092,n405438,Q9UKV8,1
1093,n405438,Q9H9G7,1
1094,n405438,Q9HCK5,1
1095,n345694,Q15717,1
1096,n387397,P35637,1
1097,n345458,Q15717,1
1098,n344601,Q9UKV8,1
1099,n381878,Q07955,1
1100,n383693,Q15717,1
1101,n345887,Q49AS9,1
1102,n405639,Q9HCE1,1
1103,n386328,Q15717,1
1104,n346337,Q07955,1
1105,n344808,Q15717,1
1106,n377932,P31483,1
1107,n407434,P35637,1
1108,n385106,O00425,1
1109,n407071,Q9UKV8,1
1110,n345777,P31483,1
1111,n385223,P26599,1
1112,n371670,Q15717,1
1113,n386025,Q9UKV8,1
1114,n406416,Q15717,1
1115,n364340,Q07955,1
1116,n385511,Q15717,1
1117,n377670,Q07955,1
1118,n383172,P26599,1
1119,n344736,P31483,1
1120,n344745,Q01844,1
1121,n385780,Q15717,1
1122,n383932,Q13148,1
1123,n377827,Q9NZI8,1
1124,n345437,Q49AS9,1
1125,n379616,Q9Y6M1,1
1126,n381846,Q15717,1
1127,n346521,Q07955,1
1128,n377639,Q9UKV8,1
1129,n369699,Q07955,1
1130,n387397,O00425,1
1131,n405884,Q15717,1
1132,n368098,Q15717,1
1133,n344924,Q15717,1
1134,n387719,P35637,1
1135,n410904,P35637,1
1136,n363484,P35637,1
1137,n385511,Q9UL18,1
1138,n385511,Q9UKV8,1
1139,n385511,Q9H9G7,1
1140,n385511,Q9HCK5,1
1141,n369876,P35637,1
1142,n379300,O43251,1
1143,n345117,Q86X94,1
1144,n364686,Q9NZI8,1
1145,n380707,P31483,1
1146,n371665,Q9NZI8,1
1147,n344604,Q49AS9,1
1148,n386682,Q96PU8,1
1149,n382918,Q15717,1
1150,n387060,Q07955,1
1151,n377506,Q15717,1
1152,n364244,Q07955,1
1153,n345954,Q15717,1
1154,n344965,Q13148,1
1155,n344726,P26599,1
1156,n381102,O43251,1
1157,n345186,P31483,1
1158,n344514,Q9UKV8,1
1159,n344508,O00425,1
1160,n381057,Q15717,1
1161,n387290,O00425,1
1162,n385725,B7ZL34,1
1163,n345886,P35637,1
1164,n378866,P26599,1
1165,n381280,Q9NZI8,1
1166,n344462,Q15717,1
1167,n381280,Q9Y6M1,1
1168,n371910,Q01844,1
1169,n381805,O00425,1
1170,n411720,Q9UL18,1
1171,n411720,Q9UKV8,1
1172,n411720,Q9H9G7,1
1173,n411720,Q9HCK5,1
1174,n345386,Q15717,1
1175,n371665,Q9UKV8,1
1176,n410457,Q49AS9,1
1177,n375244,Q07955,1
1178,n384430,P26599,1
1179,n344975,Q9NZI8,1
1180,n378567,P35637,1
1181,n365884,Q9Y6M1,1
1182,n344461,P31483,1
1183,n385119,Q9Y6M1,1
1184,n345041,Q15717,1
1185,n385914,Q07955,1
1186,n371667,Q9Y6M1,1
1187,n345293,Q13148,1
1188,n346167,Q86X94,1
1189,n377360,O00425,1
1190,n346426,Q07955,1
1191,n346109,P26599,1
1192,n408277,Q9Y6M1,1
1193,n385685,Q01844,1
1194,n380208,Q13148,1
1195,n370618,Q9NZI8,1
1196,n344907,Q15717,1
1197,n407138,Q07955,1
1198,n377254,Q01844,1
1199,n411511,Q13148,1
1200,n407098,Q07955,1
1201,n408353,Q9Y6M1,1
1202,n408146,Q07955,1
1203,n406138,Q49AS9,1
1204,n411597,Q15717,1
1205,n344907,Q15717,1
1206,n345271,Q15717,1
1207,n344899,Q15717,1
1208,n344678,P26599,1
1209,n376420,Q13148,1
1210,n408354,P31483,1
1211,n385725,Q01844,1
1212,n406883,O00425,1
1213,n345474,P35637,1
1214,n378866,Q9Y6M1,1
1215,n375478,P35637,1
1216,n383747,P26599,1
1217,n385685,Q96PU8,1
1218,n372317,Q15717,1
1219,n345437,P31483,1
1220,n345925,Q07955,1
1221,n384227,Q15717,1
1222,n385059,Q9UKV8,1
1223,n382487,Q07955,1
1224,n368164,P35637,1
1225,n406287,Q15717,1
1226,n346128,Q15717,1
1227,n345296,Q01844,1
1228,n383862,Q9NZI8,1
1229,n382664,Q07955,1
1230,n378431,Q15717,1
1231,n372718,O00425,1
1232,n345903,Q07955,1
1233,n408055,P26599,1
1234,n346060,Q07955,1
1235,n372685,P35637,1
1236,n384209,P26599,1
1237,n345418,Q01844,1
1238,n379593,Q9NZI8,1
1239,n385229,Q13148,1
1240,n381159,Q9UKV8,1
1241,n345594,Q15717,1
1242,n407125,Q9Y6M1,1
1243,n409618,Q9UL18,1
1244,n409618,Q9UKV8,1
1245,n409618,Q9H9G7,1
1246,n409618,Q9HCK5,1
1247,n386194,Q9Y6M1,1
1248,n346465,O00425,1
1249,n384227,Q15717,1
1250,n384975,O00425,1
1251,n386901,O00425,1
1252,n384140,Q15717,1
1253,n381159,Q9Y6M1,1
1254,n379110,O00425,1
1255,n345800,Q9NZI8,1
1256,n345765,Q15717,1
1257,n346537,O00425,1
1258,n409359,P31483,1
1259,n386179,P35637,1
1260,n386067,Q9Y6M1,1
1261,n346528,O00425,1
1262,n405299,Q07955,1
1263,n345934,Q15717,1
1264,n383019,Q9UL18,1
1265,n383019,Q9UKV8,1
1266,n383019,Q9H9G7,1
1267,n383019,Q9HCK5,1
1268,n376473,Q13148,1
1269,n384202,Q15717,1
1270,n378252,O00425,1
1271,n384643,Q49AS9,1
1272,n384720,O00425,1
1273,n344818,Q9Y6M1,1
1274,n379466,Q9UKV8,1
1275,n385273,Q15717,1
1276,n386628,Q9UKV8,1
1277,n381268,Q07955,1
1278,n410456,Q07955,1
1279,n386605,Q07955,1
1280,n405399,O00425,1
1281,n385802,Q49AS9,1
1282,n377664,Q86X94,1
1283,n345014,O00425,1
1284,n345594,Q49AS9,1
1285,n368764,Q01844,1
1286,n384738,Q15717,1
1287,n379023,Q15717,1
1288,n344664,Q9UKV8,1
1289,n346354,Q07955,1
1290,n407311,Q9UL18,1
1291,n407311,Q9UKV8,1
1292,n407311,Q9H9G7,1
1293,n407311,Q9HCK5,1
1294,n384082,Q07955,1
1295,n383639,Q15717,1
1296,n363690,Q8NDV7,1
1297,n363690,Q9UPQ9,1
1298,n363690,Q9HCJ0,1
1299,n385106,B7ZL34,1
1300,n345850,Q15717,1
1301,n383714,Q15717,1
1302,n377837,Q9Y6M1,1
1303,n376402,Q13148,1
1304,n405639,Q07955,1
1305,n344758,Q86X94,1
1306,n364533,Q86X94,1
1307,n377720,P31483,1
1308,n344720,O00425,1
1309,n406134,Q01844,1
1310,n344930,P35637,1
1311,n407312,Q9Y6M1,1
1312,n372903,Q15717,1
1313,n385002,Q15717,1
1314,n375578,Q15717,1
1315,n411118,Q07955,1
1316,n382687,P35637,1
1317,n377616,Q15717,1
1318,n345751,Q15717,1
1319,n385914,P26599,1
1320,n345423,Q9UL18,1
1321,n345423,Q9UKV8,1
1322,n345423,Q9H9G7,1
1323,n345423,Q9HCK5,1
1324,n344601,O00425,1
1325,n376314,Q01844,1
1326,n405440,Q07955,1
1327,n377932,Q15717,1
1328,n345694,Q9NZI8,1
1329,n406914,O00425,1
1330,n382918,Q9Y6M1,1
1331,n386735,P35637,1
1332,n345310,Q15717,1
1333,n344872,Q49AS9,1
1334,n385812,Q9Y6M1,1
1335,n385511,Q49AS9,1
1336,n344803,Q9NZI8,1
1337,n410063,P35637,1
1338,n386687,Q9NZI8,1
1339,n382490,P26599,1
1340,n408331,Q07955,1
1341,n366279,P26599,1
1342,n381623,Q15717,1
1343,n345304,Q01844,1
1344,n384841,Q07955,1
1345,n384422,Q9UKV8,1
1346,n369984,Q15717,1
1347,n379281,O00425,1
1348,n384754,Q9UL18,1
1349,n384754,Q9UKV8,1
1350,n384754,Q9H9G7,1
1351,n384754,Q9HCK5,1
1352,n406866,P26599,1
1353,n345781,Q9Y6M1,1
1354,n381789,Q49AS9,1
1355,n386605,Q15717,1
1356,n344514,Q15717,1
1357,n387048,Q9UKV8,1
1358,n377769,P26599,1
1359,n373805,Q49AS9,1
1360,n344724,Q07955,1
1361,n345117,Q01844,1
1362,n406488,Q15717,1
1363,n364511,Q9UL18,1
1364,n364511,Q9UKV8,1
1365,n364511,Q9H9G7,1
1366,n364511,Q9HCK5,1
1367,n386435,Q07955,1
1368,n370204,Q49AS9,1
1369,n346238,Q9Y6M1,1
1370,n410072,P31483,1
1371,n406134,P35637,1
1372,n369879,Q9UKV8,1
1373,n384430,Q15717,1
1374,n344793,Q86X94,1
1375,n382918,O00425,1
1376,n381557,Q9NZI8,1
1377,n344601,P31483,1
1378,n405504,Q9NZI8,1
1379,n380177,P31483,1
1380,n384393,P26599,1
1381,n378710,Q15717,1
1382,n345386,Q13148,1
1383,n382497,P31483,1
1384,n345449,Q96PU8,1
1385,n386628,Q9UL18,1
1386,n386628,Q9UKV8,1
1387,n386628,Q9H9G7,1
1388,n386628,Q9HCK5,1
1389,n369240,Q13148,1
1390,n411694,Q86X94,1
1391,n344871,Q9HCE1,1
1392,n346200,P31483,1
1393,n346026,Q13148,1
1394,n345424,O00425,1
1395,n378710,O00425,1
1396,n345386,Q01844,1
1397,n410019,Q07955,1
1398,n371665,Q9UKV8,1
1399,n406900,Q9UKV8,1
1400,n385709,P31483,1
1401,n345059,Q15717,1
1402,n344691,Q01844,1
1403,n386179,Q9Y6M1,1
1404,n375477,Q86X94,1
1405,n384393,Q15717,1
1406,n379110,Q07955,1
1407,n345457,Q49AS9,1
1408,n387265,O00425,1
1409,n344755,Q9Y6M1,1
1410,n381078,Q15717,1
1411,n409625,Q07955,1
1412,n383794,Q15717,1
1413,n411511,P35637,1
1414,n370290,Q96PU8,1
1415,n378795,Q15717,1
1416,n407071,Q9Y6M1,1
1417,n406515,P26599,1
1418,n346460,Q07955,1
1419,n346137,O00425,1
1420,n384212,P35637,1
1421,n369876,Q9Y6M1,1
1422,n384738,Q07955,1
1423,n410523,Q15717,1
1424,n408221,Q9UL18,1
1425,n408221,Q9UKV8,1
1426,n408221,Q9H9G7,1
1427,n408221,Q9HCK5,1
1428,n406795,Q9HCE1,1
1429,n385036,Q15717,1
1430,n410063,O00425,1
1431,n385468,Q9UL18,1
1432,n385468,Q9UKV8,1
1433,n385468,Q9H9G7,1
1434,n385468,Q9HCK5,1
1435,n344490,Q9Y6M1,1
1436,n344541,Q07955,1
1437,n344960,Q9Y6M1,1
1438,n371273,Q15717,1
1439,n375603,Q13148,1
1440,n382508,Q9Y6M1,1
1441,n344656,O00425,1
1442,n377360,Q9NZI8,1
1443,n406442,Q07955,1
1444,n374138,Q49AS9,1
1445,n344871,Q9NZI8,1
1446,n406134,Q9Y6M1,1
1447,n370880,P26599,1
1448,n345289,Q49AS9,1
1449,n344540,P31483,1
1450,n344748,Q15717,1
1451,n344745,O00425,1
1452,n384770,Q01844,1
1453,n345232,Q15717,1
1454,n384703,Q15717,1
1455,n344460,Q15717,1
1456,n345437,Q9Y6M1,1
1457,n385272,P26599,1
1458,n383019,Q9Y6M1,1
1459,n344695,Q15717,1
1460,n384625,Q15717,1
1461,n381616,Q15717,1
1462,n345222,Q9NZI8,1
1463,n387210,Q9UKV8,1
1464,n372993,Q15717,1
1465,n365664,Q01844,1
1466,n344540,Q15717,1
1467,n406134,O00425,1
1468,n410638,Q9NZI8,1
1469,n382060,Q07955,1
1470,n407936,Q9HCE1,1
1471,n372578,Q15717,1
1472,n386735,Q07955,1
1473,n370070,Q07955,1
1474,n378007,Q15717,1
1475,n381351,Q15717,1
1476,n376522,Q13148,1
1477,n384140,P35637,1
1478,n363933,Q49AS9,1
1479,n346238,Q9NZI8,1
1480,n384484,O00425,1
1481,n382317,Q49AS9,1
1482,n386448,O00425,1
1483,n381557,P35637,1
1484,n369186,Q15717,1
1485,n410799,O00425,1
1486,n381521,Q15717,1
1487,n385727,Q15717,1
1488,n381786,Q15717,1
1489,n385519,Q9Y6M1,1
1490,n384738,Q9UKV8,1
1491,n381559,P35637,1
1492,n385991,Q49AS9,1
1493,n376336,Q86X94,1
1494,n407887,Q07955,1
1495,n376473,Q01844,1
1496,n382184,O00425,1
1497,n406480,Q15717,1
1498,n379340,Q9Y6M1,1
1499,n375857,P35637,1
1500,n344610,Q15717,1
1501,n409674,Q15717,1
1502,n409672,P35637,1
1503,n385185,Q15717,1
1504,n408342,Q07955,1
1505,n345955,Q9UL18,1
1506,n345955,Q9UKV8,1
1507,n345955,Q9H9G7,1
1508,n345955,Q9HCK5,1
1509,n382184,P31483,1
1510,n344808,Q9NZI8,1
1511,n387106,Q15717,1
1512,n345386,B7ZL34,1
1513,n386538,Q9NZI8,1
1514,n344749,Q9NZI8,1
1515,n407766,Q15717,1
1516,n345168,Q13148,1
1517,n346200,O00425,1
1518,n378068,Q07955,1
1519,n386209,Q15717,1
1520,n381912,Q15717,1
1521,n386492,Q9UKV8,1
1522,n385806,O00425,1
1523,n385813,O00425,1
1524,n346448,Q49AS9,1
1525,n377656,Q9Y6M1,1
1526,n368786,O00425,1
1527,n344741,Q9UL18,1
1528,n344741,Q9UKV8,1
1529,n344741,Q9H9G7,1
1530,n344741,Q9HCK5,1
1531,n363561,Q07955,1
1532,n384625,Q8NDV7,1
1533,n384625,Q9UPQ9,1
1534,n384625,Q9HCJ0,1
1535,n379340,Q15717,1
1536,n407661,Q15717,1
1537,n345110,P35637,1
1538,n344677,Q8NDV7,1
1539,n344677,Q9UPQ9,1
1540,n344677,Q9HCJ0,1
1541,n344775,Q13148,1
1542,n376779,Q15717,1
1543,n385951,Q49AS9,1
1544,n381414,P35637,1
1545,n387706,Q49AS9,1
1546,n385139,O00425,1
1547,n406336,Q07955,1
1548,n345909,Q07955,1
1549,n344931,Q9Y6M1,1
1550,n385145,Q01844,1
1551,n345934,P35637,1
1552,n385203,Q9Y6M1,1
1553,n377834,Q9NZI8,1
1554,n383180,Q07955,1
1555,n344460,P35637,1
1556,n376433,O00425,1
1557,n375299,Q15717,1
1558,n378201,Q15717,1
1559,n377988,Q07955,1
1560,n384175,Q15717,1
1561,n384558,O00425,1
1562,n405556,Q9NZI8,1
1563,n410191,Q9UKV8,1
1564,n384228,P31483,1
1565,n384210,Q15717,1
1566,n405460,Q49AS9,1
1567,n346528,Q07955,1
1568,n344528,O00425,1
1569,n381272,Q9NZI8,1
1570,n385408,Q13148,1
1571,n346520,Q07955,1
1572,n385685,Q9HCE1,1
1573,n386448,Q13148,1
1574,n385106,P35637,1
1575,n406488,Q15717,1
1576,n378094,P35637,1
1577,n364158,Q96PU8,1
1578,n365451,P35637,1
1579,n344454,P26599,1
1580,n378866,Q01844,1
1581,n376314,Q86X94,1
1582,n409406,O00425,1
1583,n385727,B7ZL34,1
1584,n406138,P31483,1
1585,n409709,Q15717,1
1586,n409282,Q15717,1
1587,n381696,Q13148,1
1588,n406126,Q9Y6M1,1
1589,n380977,Q13148,1
1590,n410722,P35637,1
1591,n344644,Q96PU8,1
1592,n378503,Q15717,1
1593,n378366,Q9Y6M1,1
1594,n386735,Q9UKV8,1
1595,n344490,Q49AS9,1
1596,n363566,Q9UKV8,1
1597,n345012,Q15717,1
1598,n368396,Q13148,1
1599,n405508,Q07955,1
1600,n346533,P35637,1
1601,n384430,Q49AS9,1
1602,n372953,Q49AS9,1
1603,n379122,O00425,1
1604,n383209,Q9NZI8,1
1605,n386628,Q9UKV8,1
1606,n410638,Q15717,1
1607,n384655,P26599,1
1608,n376188,Q6PJX3,1
1609,n344721,Q9NZI8,1
1610,n386193,Q15717,1
1611,n382502,Q49AS9,1
1612,n406134,B7ZL34,1
1613,n387722,Q9UL18,1
1614,n387722,Q9UKV8,1
1615,n387722,Q9H9G7,1
1616,n387722,Q9HCK5,1
1617,n407071,Q01844,1
1618,n383077,Q15717,1
1619,n383236,Q9Y6M1,1
1620,n345417,Q15717,1
1621,n407466,Q07955,1
1622,n382918,Q86X94,1
1623,n385793,Q13148,1
1624,n410149,Q96PU8,1
1625,n387719,Q9UKV8,1
1626,n407071,Q15717,1
1627,n409305,Q49AS9,1
1628,n385685,Q9Y6M1,1
1629,n406866,Q9Y6M1,1
1630,n410457,Q15717,1
1631,n380693,P31483,1
1632,n346385,Q07955,1
1633,n407312,Q13148,1
1634,n381409,Q86X94,1
1635,n383233,Q15717,1
1636,n405620,Q9Y6M1,1
1637,n387178,Q07955,1
1638,n383218,Q15717,1
1639,n384927,Q9HCE1,1
1640,n384643,O00425,1
1641,n365664,P35637,1
1642,n385468,Q15717,1
1643,n344563,Q13148,1
1644,n376755,Q13148,1
1645,n383802,P26599,1
1646,n406409,Q15717,1
1647,n344530,Q9Y6M1,1
1648,n386362,P31483,1
1649,n376411,Q15717,1
1650,n407410,Q9UKV8,1
1651,n385119,O00425,1
1652,n408051,Q15717,1
1653,n345281,Q15717,1
1654,n367887,Q15717,1
1655,n363811,Q9Y6M1,1
1656,n379841,Q9UKV8,1
1657,n408116,Q9Y6M1,1
1658,n385370,Q9Y6M1,1
1659,n386571,P35637,1
1660,n408353,Q15717,1
1661,n371301,Q15717,1
1662,n383509,Q9Y6M1,1
1663,n407410,Q9UKV8,1
1664,n405862,Q07955,1
1665,n345338,Q15717,1
1666,n382691,Q07955,1
1667,n381011,Q9NZI8,1
1668,n344748,Q9UKV8,1
1669,n384625,Q9Y6M1,1
1670,n385106,Q9UKV8,1
1671,n345873,Q49AS9,1
1672,n374109,Q13148,1
1673,n386034,Q15717,1
1674,n344766,P26599,1
1675,n344800,P31483,1
1676,n405705,Q9Y6M1,1
1677,n385370,Q15717,1
1678,n372935,Q9NZI8,1
1679,n406883,Q13148,1
1680,n375715,Q49AS9,1
1681,n384422,Q9UL18,1
1682,n384422,Q9UKV8,1
1683,n384422,Q9H9G7,1
1684,n384422,Q9HCK5,1
1685,n406598,Q07955,1
1686,n369376,Q8NDV7,1
1687,n369376,Q9UPQ9,1
1688,n369376,Q9HCJ0,1
1689,n345385,Q15717,1
1690,n383032,Q9NZI8,1
1691,n345694,Q9UKV8,1
1692,n379841,Q9Y6M1,1
1693,n407114,P31483,1
1694,n382961,O00425,1
1695,n345852,Q9NZI8,1
1696,n379107,O00425,1
1697,n383693,Q15717,1
1698,n344601,Q15717,1
1699,n378726,Q15717,1
1700,n363658,Q8NDV7,1
1701,n363658,Q9UPQ9,1
1702,n363658,Q9HCJ0,1
1703,n346189,P31483,1
1704,n374604,Q9NZI8,1
1705,n377137,Q13148,1
1706,n384742,Q13148,1
1707,n381057,Q9NZI8,1
1708,n370180,Q07955,1
1709,n380693,P35637,1
1710,n387722,Q96PU8,1
1711,n382502,Q15717,1
1712,n345185,Q49AS9,1
1713,n370008,P31483,1
1714,n375473,P35637,1
1715,n344658,Q49AS9,1
1716,n386343,P35637,1
1717,n345386,Q9UL18,1
1718,n345386,Q9UKV8,1
1719,n345386,Q9H9G7,1
1720,n345386,Q9HCK5,1
1721,n370153,Q13148,1
1722,n409291,Q86X94,1
1723,n346533,Q01844,1
1724,n365366,O00425,1
1725,n376544,Q15717,1
1726,n384227,P31483,1
1727,n406833,P26599,1
1728,n384480,Q9NZI8,1
1729,n384480,Q9HCE1,1
1730,n384643,Q86X94,1
1731,n408241,O00425,1
1732,n381231,Q07955,1
1733,n407721,P35637,1
1734,n407464,Q9NZI8,1
1735,n409673,Q15717,1
1736,n345754,Q07955,1
1737,n344462,P31483,1
1738,n384770,Q9NZI8,1
1739,n385685,P31483,1
1740,n344541,Q15717,1
1741,n385223,P35637,1
1742,n376203,Q15717,1
1743,n344741,P35637,1
1744,n344800,Q9Y6M1,1
1745,n411680,Q96PU8,1
1746,n370540,Q13148,1
1747,n410063,Q15717,1
1748,n344741,Q9UKV8,1
1749,n407161,Q07955,1
1750,n381623,Q9HCE1,1
1751,n410105,Q15717,1
1752,n367646,Q49AS9,1
1753,n382037,Q01844,1
1754,n382962,Q07955,1
1755,n387236,O00425,1
1756,n405217,Q15717,1
1757,n405569,B7ZL34,1
1758,n383521,O00425,1
1759,n387142,Q07955,1
1760,n385273,Q15717,1
1761,n344610,P35637,1
1762,n374607,Q9HCE1,1
1763,n380489,P31483,1
1764,n383077,P26599,1
1765,n383723,Q07955,1
1766,n381414,Q86X94,1
1767,n382286,Q9UL18,1
1768,n382286,Q9UKV8,1
1769,n382286,Q9H9G7,1
1770,n382286,Q9HCK5,1
1771,n344772,Q49AS9,1
1772,n383550,P26599,1
1773,n369512,Q15717,1
1774,n377665,Q15717,1
1775,n407851,Q9Y6M1,1
1776,n381026,Q07955,1
1777,n346189,Q49AS9,1
1778,n363765,O00425,1
1779,n411550,Q49AS9,1
1780,n381280,Q15717,1
1781,n376779,Q15717,1
1782,n407050,Q9Y6M1,1
1783,n409438,Q9NZI8,1
1784,n387016,P26599,1
1785,n405658,Q07955,1
1786,n383179,Q15717,1
1787,n409672,Q8NDV7,1
1788,n409672,Q9UPQ9,1
1789,n409672,Q9HCJ0,1
1790,n382502,Q9Y6M1,1
1791,n381022,Q15717,1
1792,n386735,Q15717,1
1793,n344538,Q15717,1
1794,n385185,O00425,1
1795,n384140,P35637,1
1796,n382553,Q15717,1
1797,n346143,Q9Y6M1,1
1798,n410523,Q9Y6M1,1
1799,n408131,O00425,1
1800,n381773,O00425,1
1801,n382643,Q15717,1
1802,n409438,O00425,1
1803,n344749,Q49AS9,1
1804,n381351,Q8NDV7,1
1805,n381351,Q9UPQ9,1
1806,n381351,Q9HCJ0,1
1807,n408292,Q15717,1
1808,n384498,Q07955,1
1809,n406474,Q13148,1
1810,n345298,Q13148,1
1811,n386501,P26599,1
1812,n370290,Q8NDV7,1
1813,n370290,Q9UPQ9,1
1814,n370290,Q9HCJ0,1
1815,n383747,Q9NZI8,1
1816,n345751,O00425,1
1817,n410630,Q9UL18,1
1818,n410630,Q9UKV8,1
1819,n410630,Q9H9G7,1
1820,n410630,Q9HCK5,1
1821,n345957,Q07955,1
1822,n410722,Q9NZI8,1
1823,n407963,Q49AS9,1
1824,n409683,Q15717,1
1825,n346075,Q07955,1
1826,n344986,Q9Y6M1,1
1827,n410066,Q9UKV8,1
1828,n405477,Q07955,1
1829,n345045,Q9Y6M1,1
1830,n386735,Q49AS9,1
1831,n375744,Q13148,1
1832,n375267,Q15717,1
1833,n387266,P35637,1
1834,n386194,Q07955,1
1835,n344778,Q9HCE1,1
1836,n370290,B7ZL34,1
1837,n344971,Q49AS9,1
1838,n376985,Q07955,1
1839,n364548,O00425,1
1840,n385315,P35637,1
1841,n377015,Q49AS9,1
1842,n344574,Q01844,1
1843,n409707,Q9Y6M1,1
1844,n408014,P26599,1
1845,n407311,Q49AS9,1
1846,n381280,O00425,1
1847,n380693,Q49AS9,1
1848,n405523,O00425,1
1849,n386957,Q07955,1
1850,n381041,Q9Y6M1,1
1851,n371587,P26599,1
1852,n386682,Q86X94,1
1853,n345229,Q07955,1
1854,n407500,Q15717,1
1855,n387063,Q9HCE1,1
1856,n366913,Q15717,1
1857,n382276,Q9Y6M1,1
1858,n405566,Q9NZI8,1
1859,n385044,Q07955,1
1860,n383025,Q15717,1
1861,n384770,Q9Y6M1,1
1862,n344610,P35637,1
1863,n406409,P31483,1
1864,n411556,O00425,1
1865,n387060,Q49AS9,1
1866,n344971,Q15717,1
1867,n406883,Q9Y6M1,1
1868,n376433,Q01844,1
1869,n407050,Q15717,1
1870,n345038,Q15717,1
1871,n384720,Q15717,1
1872,n346349,P31483,1
1873,n346537,Q15717,1
1874,n405621,Q15717,1
1875,n384558,Q9Y6M1,1
1876,n344711,Q49AS9,1
1877,n376433,Q9Y6M1,1
1878,n408051,Q15717,1
1879,n346128,Q9UKV8,1
1880,n384770,P35637,1
1881,n344975,O00425,1
1882,n379304,P35637,1
1883,n374499,P26599,1
1884,n381351,P35637,1
1885,n379581,Q49AS9,1
1886,n371915,Q15717,1
1887,n345886,Q15717,1
1888,n409179,Q07955,1
1889,n381805,Q96PU8,1
1890,n385787,Q15717,1
1891,n384228,Q15717,1
1892,n383019,O00425,1
1893,n385685,Q9NZI8,1
1894,n382511,Q9Y6M1,1
1895,n385729,Q9UL18,1
1896,n385729,Q9UKV8,1
1897,n385729,Q9H9G7,1
1898,n385729,Q9HCK5,1
1899,n344772,Q07955,1
1900,n344462,Q49AS9,1
1901,n346361,Q9NZI8,1
1902,n408354,Q15717,1
1903,n410105,P26599,1
1904,n345847,Q01844,1
1905,n387439,Q07955,1
1906,n345417,P31483,1
1907,n384754,Q9NZI8,1
1908,n381272,Q15717,1
1909,n406604,Q15717,1
1910,n381623,P31483,1
1911,n344995,B7ZL34,1
1912,n381942,Q9NZI8,1
1913,n383236,Q9HCE1,1
1914,n345222,Q9HCE1,1
1915,n346528,Q49AS9,1
1916,n374890,Q13148,1
1917,n344490,Q15717,1
1918,n406117,Q9Y6M1,1
1919,n407574,Q96PU8,1
1920,n410152,Q07955,1
1921,n377799,Q9Y6M1,1
1922,n405607,Q13148,1
1923,n409672,Q49AS9,1
1924,n409305,Q15717,1
1925,n385729,P35637,1
1926,n370709,P35637,1
1927,n344574,P31483,1
1928,n368267,Q9UKV8,1
1929,n405456,Q9NZI8,1
1930,n377740,Q9UKV8,1
1931,n346288,P31483,1
1932,n380158,Q49AS9,1
1933,n407887,Q15717,1
1934,n344457,Q15717,1
1935,n385727,Q96PU8,1
1936,n406201,Q9HCE1,1
1937,n385139,Q9Y6M1,1
1938,n381623,Q9Y6M1,1
1939,n385202,P26599,1
1940,n345697,Q07955,1
