ncIdentifier,prIdentifier,interaction
n384430,P26599,1
n344975,Q9NZI8,1
n378567,P35637,1
n365884,Q9Y6M1,1
n344461,P31483,1
n385119,Q9Y6M1,1
n345041,Q15717,1
n385914,Q07955,1
n371667,Q9Y6M1,1
n345293,Q13148,1
n346167,Q86X94,1
n377360,O00425,1
n346426,Q07955,1
n346109,P26599,1
n408277,Q9Y6M1,1
n385685,Q01844,1
n380208,Q13148,1
n370618,Q9NZI8,1
n344907,Q15717,1
n407138,Q07955,1
n377254,Q01844,1
n411511,Q13148,1
n407098,Q07955,1
n408353,Q9Y6M1,1
n408146,Q07955,1
n406138,Q49AS9,1
n411597,Q15717,1
n344907,Q15717,1
n345271,Q15717,1
n344899,Q15717,1
n344678,P26599,1
n376420,Q13148,1
n408354,P31483,1
n385725,Q01844,1
n406883,O00425,1
n345474,P35637,1
n378866,Q9Y6M1,1
n375478,P35637,1
n383747,P26599,1
n385685,Q96PU8,1
n372317,Q15717,1
n345437,P31483,1
n345925,Q07955,1
n384227,Q15717,1
n385059,Q9UKV8,1
n382487,Q07955,1
n368164,P35637,1
n406287,Q15717,1
n346128,Q15717,1
n345296,Q01844,1
n383862,Q9NZI8,1
n382664,Q07955,1
n378431,Q15717,1
n372718,O00425,1
n345903,Q07955,1
n408055,P26599,1
n346060,Q07955,1
n372685,P35637,1
n384209,P26599,1
n345418,Q01844,1
n379593,Q9NZI8,1
n385229,Q13148,1
n381159,Q9UKV8,1
n345594,Q15717,1
n407125,Q9Y6M1,1
n409618,Q9UL18,1
n409618,Q9UKV8,1
n409618,Q9H9G7,1
n409618,Q9HCK5,1
n386194,Q9Y6M1,1
n346465,O00425,1
n384227,Q15717,1
n384975,O00425,1
n386901,O00425,1
n384140,Q15717,1
n381159,Q9Y6M1,1
n379110,O00425,1
n345800,Q9NZI8,1
n345765,Q15717,1
n346537,O00425,1
n409359,P31483,1
n386179,P35637,1
n386067,Q9Y6M1,1
n346528,O00425,1
n405299,Q07955,1
n345934,Q15717,1
n383019,Q9UL18,1
n383019,Q9UKV8,1
n383019,Q9H9G7,1
n383019,Q9HCK5,1
n376473,Q13148,1
n384202,Q15717,1
n378252,O00425,1
n384643,Q49AS9,1
n384720,O00425,1
n344818,Q9Y6M1,1
n379466,Q9UKV8,1
n385273,Q15717,1
n386628,Q9UKV8,1
n381268,Q07955,1
n410456,Q07955,1
n386605,Q07955,1
n405399,O00425,1
n385802,Q49AS9,1
n377664,Q86X94,1
n345014,O00425,1
n345594,Q49AS9,1
n368764,Q01844,1
n384738,Q15717,1
n379023,Q15717,1
n344664,Q9UKV8,1
n346354,Q07955,1
n407311,Q9UL18,1
n407311,Q9UKV8,1
n407311,Q9H9G7,1
n407311,Q9HCK5,1
n384082,Q07955,1
n383639,Q15717,1
n363690,Q8NDV7,1
n363690,Q9UPQ9,1
n363690,Q9HCJ0,1
n385106,B7ZL34,1
n345850,Q15717,1
n383714,Q15717,1
n377837,Q9Y6M1,1
n376402,Q13148,1
n405639,Q07955,1
n344758,Q86X94,1
n364533,Q86X94,1
n377720,P31483,1
n344720,O00425,1
n406134,Q01844,1
n344930,P35637,1
n407312,Q9Y6M1,1
n372903,Q15717,1
n385002,Q15717,1
n375578,Q15717,1
n411118,Q07955,1
n382687,P35637,1
n377616,Q15717,1
n345751,Q15717,1
n385914,P26599,1
n345423,Q9UL18,1
n345423,Q9UKV8,1
n345423,Q9H9G7,1
n345423,Q9HCK5,1
n344601,O00425,1
n376314,Q01844,1
n405440,Q07955,1
n377932,Q15717,1
n345694,Q9NZI8,1
n406914,O00425,1
n382918,Q9Y6M1,1
n386735,P35637,1
n345310,Q15717,1
n344872,Q49AS9,1
n385812,Q9Y6M1,1
n385511,Q49AS9,1
n344803,Q9NZI8,1
n410063,P35637,1
n386687,Q9NZI8,1
n382490,P26599,1
n408331,Q07955,1
n366279,P26599,1
n381623,Q15717,1
n345304,Q01844,1
n384841,Q07955,1
n384422,Q9UKV8,1
n369984,Q15717,1
n379281,O00425,1
n384754,Q9UL18,1
n384754,Q9UKV8,1
n384754,Q9H9G7,1
n384754,Q9HCK5,1
n406866,P26599,1
n345781,Q9Y6M1,1
n381789,Q49AS9,1
n386605,Q15717,1
n344514,Q15717,1
n387048,Q9UKV8,1
n377769,P26599,1
n373805,Q49AS9,1
n344724,Q07955,1
n345117,Q01844,1
n406488,Q15717,1
n364511,Q9UL18,1
n364511,Q9UKV8,1
n364511,Q9H9G7,1
n364511,Q9HCK5,1
n386435,Q07955,1
n370204,Q49AS9,1
n346238,Q9Y6M1,1
n410072,P31483,1
n406134,P35637,1
n369879,Q9UKV8,1
n384430,Q15717,1
n344793,Q86X94,1
n382918,O00425,1
n381557,Q9NZI8,1
n344601,P31483,1
n405504,Q9NZI8,1
n380177,P31483,1
n384393,P26599,1
n378710,Q15717,1
n345386,Q13148,1
n382497,P31483,1
n345449,Q96PU8,1
n386628,Q9UL18,1
n386628,Q9UKV8,1
n386628,Q9H9G7,1
n386628,Q9HCK5,1
n369240,Q13148,1
n411694,Q86X94,1
n344871,Q9HCE1,1
n346200,P31483,1
n346026,Q13148,1
n345424,O00425,1
n378710,O00425,1
n345386,Q01844,1
n410019,Q07955,1
n371665,Q9UKV8,1
n406900,Q9UKV8,1
n385709,P31483,1
n345059,Q15717,1
n344691,Q01844,1
n386179,Q9Y6M1,1
n375477,Q86X94,1
n384393,Q15717,1
n379110,Q07955,1
n345457,Q49AS9,1
n387265,O00425,1
n344755,Q9Y6M1,1
n381078,Q15717,1
n409625,Q07955,1
n383794,Q15717,1
n411511,P35637,1
n370290,Q96PU8,1
n378795,Q15717,1
n407071,Q9Y6M1,1
n406515,P26599,1
n346460,Q07955,1
n346137,O00425,1
n384212,P35637,1
n369876,Q9Y6M1,1
n384738,Q07955,1
n410523,Q15717,1
n408221,Q9UL18,1
n408221,Q9UKV8,1
n408221,Q9H9G7,1
n408221,Q9HCK5,1
n406795,Q9HCE1,1
n385036,Q15717,1
n410063,O00425,1
n385468,Q9UL18,1
n385468,Q9UKV8,1
n385468,Q9H9G7,1
n385468,Q9HCK5,1
n344490,Q9Y6M1,1
n344541,Q07955,1
n344960,Q9Y6M1,1
n371273,Q15717,1
n375603,Q13148,1
n382508,Q9Y6M1,1
n344656,O00425,1
n377360,Q9NZI8,1
n406442,Q07955,1
n374138,Q49AS9,1
n344871,Q9NZI8,1
n406134,Q9Y6M1,1
n370880,P26599,1
n345289,Q49AS9,1
n344540,P31483,1
n344748,Q15717,1
n344745,O00425,1
n384770,Q01844,1
n345232,Q15717,1
n384703,Q15717,1
n344460,Q15717,1
n345437,Q9Y6M1,1
n385272,P26599,1
n383019,Q9Y6M1,1
n344695,Q15717,1
n384625,Q15717,1
n381616,Q15717,1
n345222,Q9NZI8,1
n387210,Q9UKV8,1
n372993,Q15717,1
n365664,Q01844,1
n344540,Q15717,1
n406134,O00425,1
n410638,Q9NZI8,1
n382060,Q07955,1
n407936,Q9HCE1,1
n372578,Q15717,1
n386735,Q07955,1
n370070,Q07955,1
n378007,Q15717,1
n381351,Q15717,1
n376522,Q13148,1
n384140,P35637,1
n363933,Q49AS9,1
n346238,Q9NZI8,1
n384484,O00425,1
n382317,Q49AS9,1
n386448,O00425,1
n381557,P35637,1
n369186,Q15717,1
n410799,O00425,1
n381521,Q15717,1
n385727,Q15717,1
n381786,Q15717,1
n385519,Q9Y6M1,1
n384738,Q9UKV8,1
n381559,P35637,1
n385991,Q49AS9,1
n376336,Q86X94,1
n407887,Q07955,1
n376473,Q01844,1
n382184,O00425,1
n406480,Q15717,1
n379340,Q9Y6M1,1
n375857,P35637,1
n344610,Q15717,1
n409674,Q15717,1
n409672,P35637,1
n385185,Q15717,1
n408342,Q07955,1
n345955,Q9UL18,1
n345955,Q9UKV8,1
n345955,Q9H9G7,1
n345955,Q9HCK5,1
n382184,P31483,1
n344808,Q9NZI8,1
n387106,Q15717,1
n345386,B7ZL34,1
n386538,Q9NZI8,1
n344749,Q9NZI8,1
n407766,Q15717,1
n345168,Q13148,1
n346200,O00425,1
n378068,Q07955,1
n386209,Q15717,1
n381912,Q15717,1
n386492,Q9UKV8,1
n385806,O00425,1
n385813,O00425,1
n346448,Q49AS9,1
n377656,Q9Y6M1,1
n368786,O00425,1
n344741,Q9UL18,1
n344741,Q9UKV8,1
n344741,Q9H9G7,1
n344741,Q9HCK5,1
n363561,Q07955,1
n384625,Q8NDV7,1
n384625,Q9UPQ9,1
n384625,Q9HCJ0,1
n379340,Q15717,1
n407661,Q15717,1
n345110,P35637,1
n344677,Q8NDV7,1
n344677,Q9UPQ9,1
n344677,Q9HCJ0,1
n344775,Q13148,1
n376779,Q15717,1
n385951,Q49AS9,1
n381414,P35637,1
n387706,Q49AS9,1
n385139,O00425,1
n406336,Q07955,1
n345909,Q07955,1
n344931,Q9Y6M1,1
n385145,Q01844,1
n345934,P35637,1
n385203,Q9Y6M1,1
n377834,Q9NZI8,1
n383180,Q07955,1
n344460,P35637,1
n376433,O00425,1
n375299,Q15717,1
n378201,Q15717,1
n377988,Q07955,1
n384175,Q15717,1
n384558,O00425,1
n405556,Q9NZI8,1
n410191,Q9UKV8,1
n384228,P31483,1
n384210,Q15717,1
n405460,Q49AS9,1
n346528,Q07955,1
n344528,O00425,1
n381272,Q9NZI8,1
n385408,Q13148,1
n346520,Q07955,1
n385685,Q9HCE1,1
n386448,Q13148,1
n385106,P35637,1
n406488,Q15717,1
n378094,P35637,1
n364158,Q96PU8,1
n365451,P35637,1
n344454,P26599,1
n378866,Q01844,1
n376314,Q86X94,1
n409406,O00425,1
n385727,B7ZL34,1
n406138,P31483,1
n409709,Q15717,1
n409282,Q15717,1
n381696,Q13148,1
n406126,Q9Y6M1,1
n380977,Q13148,1
n410722,P35637,1
n344644,Q96PU8,1
n378503,Q15717,1
n378366,Q9Y6M1,1
n386735,Q9UKV8,1
n344490,Q49AS9,1
n363566,Q9UKV8,1
n345012,Q15717,1
n368396,Q13148,1
n405508,Q07955,1
n346533,P35637,1
n384430,Q49AS9,1
n372953,Q49AS9,1
n379122,O00425,1
n383209,Q9NZI8,1
n386628,Q9UKV8,1
n410638,Q15717,1
n384655,P26599,1
n376188,Q6PJX3,1
n344721,Q9NZI8,1
n386193,Q15717,1
n382502,Q49AS9,1
n406134,B7ZL34,1
n387722,Q9UL18,1
n387722,Q9UKV8,1
n387722,Q9H9G7,1
n387722,Q9HCK5,1
n407071,Q01844,1
n383077,Q15717,1
n383236,Q9Y6M1,1
n345417,Q15717,1
n407466,Q07955,1
n382918,Q86X94,1
n385793,Q13148,1
n410149,Q96PU8,1
n387719,Q9UKV8,1
n407071,Q15717,1
n409305,Q49AS9,1
n385685,Q9Y6M1,1
n406866,Q9Y6M1,1
n410457,Q15717,1
n380693,P31483,1
n346385,Q07955,1
n407312,Q13148,1
n381409,Q86X94,1
n383233,Q15717,1
n405620,Q9Y6M1,1
n387178,Q07955,1
n383218,Q15717,1
n384927,Q9HCE1,1
n384643,O00425,1
n365664,P35637,1
n385468,Q15717,1
n344563,Q13148,1
n376755,Q13148,1
n383802,P26599,1
n406409,Q15717,1
n344530,Q9Y6M1,1
n386362,P31483,1
n376411,Q15717,1
n407410,Q9UKV8,1
n385119,O00425,1
n408051,Q15717,1
n345281,Q15717,1
n367887,Q15717,1
n363811,Q9Y6M1,1
n379841,Q9UKV8,1
n408116,Q9Y6M1,1
n385370,Q9Y6M1,1
n386571,P35637,1
n408353,Q15717,1
n371301,Q15717,1
n383509,Q9Y6M1,1
n407410,Q9UKV8,1
n405862,Q07955,1
n345338,Q15717,1
n382691,Q07955,1
n381011,Q9NZI8,1
n344748,Q9UKV8,1
n384625,Q9Y6M1,1
n385106,Q9UKV8,1
n345873,Q49AS9,1
n374109,Q13148,1
n386034,Q15717,1
n344766,P26599,1
n344800,P31483,1
n405705,Q9Y6M1,1
n385370,Q15717,1
n372935,Q9NZI8,1
n406883,Q13148,1
n375715,Q49AS9,1
n384422,Q9UL18,1
n384422,Q9UKV8,1
n384422,Q9H9G7,1
n384422,Q9HCK5,1
n406598,Q07955,1
n369376,Q8NDV7,1
n369376,Q9UPQ9,1
n369376,Q9HCJ0,1
n345385,Q15717,1
n383032,Q9NZI8,1
n345694,Q9UKV8,1
n379841,Q9Y6M1,1
n407114,P31483,1
n382961,O00425,1
n345852,Q9NZI8,1
n379107,O00425,1
n383693,Q15717,1
n344601,Q15717,1
n378726,Q15717,1
n363658,Q8NDV7,1
n363658,Q9UPQ9,1
n363658,Q9HCJ0,1
n346189,P31483,1
n374604,Q9NZI8,1
n377137,Q13148,1
n384742,Q13148,1
n381057,Q9NZI8,1
n370180,Q07955,1
n380693,P35637,1
n387722,Q96PU8,1
n382502,Q15717,1
n345185,Q49AS9,1
n370008,P31483,1
n375473,P35637,1
n344658,Q49AS9,1
n386343,P35637,1
n345386,Q9UL18,1
n345386,Q9UKV8,1
n345386,Q9H9G7,1
n345386,Q9HCK5,1
n370153,Q13148,1
n409291,Q86X94,1
n346533,Q01844,1
n365366,O00425,1
n376544,Q15717,1
n384227,P31483,1
n406833,P26599,1
n384480,Q9NZI8,1
n384480,Q9HCE1,1
n384643,Q86X94,1
n408241,O00425,1
n381231,Q07955,1
n407721,P35637,1
n407464,Q9NZI8,1
n409673,Q15717,1
n345754,Q07955,1
n344462,P31483,1
n384770,Q9NZI8,1
n385685,P31483,1
n344541,Q15717,1
n385223,P35637,1
n376203,Q15717,1
n344741,P35637,1
n344800,Q9Y6M1,1
n411680,Q96PU8,1
n370540,Q13148,1
n410063,Q15717,1
n344741,Q9UKV8,1
n407161,Q07955,1
n381623,Q9HCE1,1
n410105,Q15717,1
n367646,Q49AS9,1
n382037,Q01844,1
n382962,Q07955,1
n387236,O00425,1
n405217,Q15717,1
n405569,B7ZL34,1
n383521,O00425,1
n387142,Q07955,1
n385273,Q15717,1
n344610,P35637,1
n374607,Q9HCE1,1
n380489,P31483,1
n383077,P26599,1
n383723,Q07955,1
n381414,Q86X94,1
n382286,Q9UL18,1
n382286,Q9UKV8,1
n382286,Q9H9G7,1
n382286,Q9HCK5,1
n344772,Q49AS9,1
n383550,P26599,1
n369512,Q15717,1
n377665,Q15717,1
n407851,Q9Y6M1,1
n381026,Q07955,1
n346189,Q49AS9,1
n363765,O00425,1
n411550,Q49AS9,1
n381280,Q15717,1
n376779,Q15717,1
n407050,Q9Y6M1,1
n409438,Q9NZI8,1
n387016,P26599,1
n405658,Q07955,1
n383179,Q15717,1
n409672,Q8NDV7,1
n409672,Q9UPQ9,1
n409672,Q9HCJ0,1
n382502,Q9Y6M1,1
n381022,Q15717,1
n386735,Q15717,1
n344538,Q15717,1
n385185,O00425,1
n384140,P35637,1
n382553,Q15717,1
n346143,Q9Y6M1,1
n410523,Q9Y6M1,1
n408131,O00425,1
n381773,O00425,1
n382643,Q15717,1
n409438,O00425,1
n344749,Q49AS9,1
n381351,Q8NDV7,1
n381351,Q9UPQ9,1
n381351,Q9HCJ0,1
n408292,Q15717,1
n384498,Q07955,1
n406474,Q13148,1
n345298,Q13148,1
n386501,P26599,1
n370290,Q8NDV7,1
n370290,Q9UPQ9,1
n370290,Q9HCJ0,1
n383747,Q9NZI8,1
n345751,O00425,1
n410630,Q9UL18,1
n410630,Q9UKV8,1
n410630,Q9H9G7,1
n410630,Q9HCK5,1
n345957,Q07955,1
n410722,Q9NZI8,1
n407963,Q49AS9,1
n409683,Q15717,1
n346075,Q07955,1
n344986,Q9Y6M1,1
n410066,Q9UKV8,1
n405477,Q07955,1
n345045,Q9Y6M1,1
n386735,Q49AS9,1
n375744,Q13148,1
n375267,Q15717,1
n387266,P35637,1
n386194,Q07955,1
n344778,Q9HCE1,1
n370290,B7ZL34,1
n344971,Q49AS9,1
n376985,Q07955,1
n364548,O00425,1
n385315,P35637,1
n377015,Q49AS9,1
n344574,Q01844,1
n409707,Q9Y6M1,1
n408014,P26599,1
n407311,Q49AS9,1
n381280,O00425,1
n380693,Q49AS9,1
n405523,O00425,1
n386957,Q07955,1
n381041,Q9Y6M1,1
n371587,P26599,1
n386682,Q86X94,1
n345229,Q07955,1
n407500,Q15717,1
n387063,Q9HCE1,1
n366913,Q15717,1
n382276,Q9Y6M1,1
n405566,Q9NZI8,1
n385044,Q07955,1
n383025,Q15717,1
n384770,Q9Y6M1,1
n344610,P35637,1
n406409,P31483,1
n411556,O00425,1
n387060,Q49AS9,1
n344971,Q15717,1
n406883,Q9Y6M1,1
n376433,Q01844,1
n407050,Q15717,1
n345038,Q15717,1
n384720,Q15717,1
n346349,P31483,1
n346537,Q15717,1
n405621,Q15717,1
n384558,Q9Y6M1,1
n344711,Q49AS9,1
n376433,Q9Y6M1,1
n408051,Q15717,1
n346128,Q9UKV8,1
n384770,P35637,1
n344975,O00425,1
n379304,P35637,1
n374499,P26599,1
n381351,P35637,1
n379581,Q49AS9,1
n371915,Q15717,1
n345886,Q15717,1
n409179,Q07955,1
n381805,Q96PU8,1
n385787,Q15717,1
n384228,Q15717,1
n383019,O00425,1
n385685,Q9NZI8,1
n382511,Q9Y6M1,1
n385729,Q9UL18,1
n385729,Q9UKV8,1
n385729,Q9H9G7,1
n385729,Q9HCK5,1
n344772,Q07955,1
n344462,Q49AS9,1
n346361,Q9NZI8,1
n408354,Q15717,1
n410105,P26599,1
n345847,Q01844,1
n387439,Q07955,1
n345417,P31483,1
n384754,Q9NZI8,1
n381272,Q15717,1
n406604,Q15717,1
n381623,P31483,1
n344995,B7ZL34,1
n381942,Q9NZI8,1
n383236,Q9HCE1,1
n345222,Q9HCE1,1
n346528,Q49AS9,1
n374890,Q13148,1
n344490,Q15717,1
n406117,Q9Y6M1,1
n407574,Q96PU8,1
n410152,Q07955,1
n377799,Q9Y6M1,1
n405607,Q13148,1
n409672,Q49AS9,1
n409305,Q15717,1
n385729,P35637,1
n370709,P35637,1
n344574,P31483,1
n368267,Q9UKV8,1
n405456,Q9NZI8,1
n377740,Q9UKV8,1
n346288,P31483,1
n380158,Q49AS9,1
n407887,Q15717,1
n344457,Q15717,1
n385727,Q96PU8,1
n406201,Q9HCE1,1
n385139,Q9Y6M1,1
n381623,Q9Y6M1,1
n385202,P26599,1
n345697,Q07955,1
n346082,P35637,1
n344745,Q15717,1
n376381,Q15717,1
n344880,Q15717,1
n407761,Q9NZI8,1
n381409,Q01844,1
n384496,Q07955,1
n380177,P26599,1
n384325,Q13148,1
n344745,P35637,1
n377932,Q49AS9,1
n384754,O00425,1
n381353,Q49AS9,1
n366357,Q49AS9,1
n383862,Q9HCE1,1
n345455,Q9NZI8,1
n410523,Q86X94,1
n377799,Q86X94,1
n379023,Q15717,1
n381431,Q49AS9,1
n411694,P35637,1
n380158,B7ZL34,1
n407073,Q86X94,1
n344861,P26599,1
n407073,Q15717,1
n370540,Q15717,1
n344963,Q13148,1
n385516,Q9Y6M1,1
n382699,Q49AS9,1
n381585,Q15717,1
n378520,Q13148,1
n364511,P31483,1
n368395,Q13148,1
n386438,P26599,1
n378136,Q07955,1
n405884,Q9UKV8,1
n382064,Q96PU8,1
n385511,Q15717,1
n345386,Q49AS9,1
n407441,Q9HCE1,1
n345045,Q8NDV7,1
n345045,Q9UPQ9,1
n345045,Q9HCJ0,1
n408051,P35637,1
n381616,Q15717,1
n368637,Q49AS9,1
n344478,Q13148,1
n387397,Q9Y6M1,1
n382061,Q15717,1
n364548,Q96PU8,1
n346428,O00425,1
n344604,Q01844,1
n384533,P31483,1
n344691,Q86X94,1
n377310,O00425,1
n381351,Q9Y6M1,1
n410194,Q07955,1
n405607,Q9UL18,1
n405607,Q9UKV8,1
n405607,Q9H9G7,1
n405607,Q9HCK5,1
n344848,Q07955,1
n410457,P31483,1
n407568,Q15717,1
n344604,P35637,1
n407108,O00425,1
n411622,P26599,1
n407588,Q49AS9,1
n345117,Q9HCE1,1
n385688,Q13148,1
n410457,Q13148,1
n344800,Q9UL18,1
n344800,Q9UKV8,1
n344800,Q9H9G7,1
n344800,Q9HCK5,1
n345222,P35637,1
n407447,Q9Y6M1,1
n410068,Q07955,1
n384754,Q49AS9,1
n346026,P35637,1
n384750,Q15717,1
n345437,Q01844,1
n378002,Q15717,1
n383496,P26599,1
n345323,P35637,1
n345222,Q49AS9,1
n346465,P26599,1
n367676,Q49AS9,1
n345457,Q13148,1
n376314,Q9HCE1,1
n345437,Q9HCE1,1
n369243,P31483,1
n408241,Q15717,1
n382328,Q13148,1
n386687,Q9Y6M1,1
n344574,P35637,1
n386067,Q9NZI8,1
n381409,B7ZL34,1
n344678,Q07955,1
n407108,Q9Y6M1,1
n381078,Q15717,1
n381443,Q13148,1
n380151,Q49AS9,1
n345686,P31483,1
n344651,Q9Y6M1,1
n364168,Q9NZI8,1
n345077,Q9Y6M1,1
n386451,Q07955,1
n385511,Q9UKV8,1
n385638,Q9HCE1,1
n386362,Q9UL18,1
n386362,Q9UKV8,1
n386362,Q9H9G7,1
n386362,Q9HCK5,1
n345386,P35637,1
n380707,Q49AS9,1
n345653,Q15717,1
n407434,Q15717,1
n379342,Q15717,1
n408353,Q07955,1
n408241,Q9UKV8,1
n410453,Q13148,1
n409179,B7ZL34,1
n408277,Q9NZI8,1
n378631,Q07955,1
n345653,Q15717,1
n406300,Q9UL18,1
n406300,Q9UKV8,1
n406300,Q9H9G7,1
n406300,Q9HCK5,1
n406145,Q07955,1
n372317,P35637,1
n345813,Q07955,1
n407311,O00425,1
n379107,Q8NDV7,1
n379107,Q9UPQ9,1
n379107,Q9HCJ0,1
n344457,P31483,1
n407550,Q9UKV8,1
n384625,P35637,1
n380651,Q15717,1
n381981,Q15717,1
n405990,Q15717,1
n405566,B7ZL34,1
n405979,Q15717,1
n384686,Q07955,1
n369925,Q13148,1
n386025,Q01844,1
n410462,P31483,1
n346392,Q15717,1
n377670,Q9Y6M1,1
n410565,Q49AS9,1
n407465,Q07955,1
n384625,Q9HCE1,1
n345304,Q15717,1
n384605,Q49AS9,1
n371453,P35637,1
n344872,Q13148,1
n345589,Q15717,1
n378567,Q86X94,1
n344719,Q13148,1
n407311,Q9Y6M1,1
n376049,Q13148,1
n383233,O00425,1
n368764,P35637,1
n406134,P35637,1
n367775,Q15717,1
n385725,P31483,1
n367417,Q15717,1
n380415,P26599,1
n376203,Q9UKV8,1
n378390,O00425,1
n378190,Q49AS9,1
n346398,O00425,1
n345031,P26599,1
n406194,Q07955,1
n372815,Q15717,1
n378520,Q49AS9,1
n384690,Q9NZI8,1
n405665,O00425,1
n385685,O00425,1
n345003,Q13148,1
n382184,P26599,1
n384270,P35637,1
n346349,O00425,1
n384209,Q9UKV8,1
n345437,Q15717,1
n346031,O00425,1
n406422,Q9NZI8,1
n345777,Q9UKV8,1
n346082,Q15717,1
n368786,Q8NDV7,1
n368786,Q9UPQ9,1
n368786,Q9HCJ0,1
n384227,P35637,1
n379841,Q9NZI8,1
n377680,P26599,1
n364544,Q15717,1
n365413,Q49AS9,1
n386100,Q15717,1
n387292,P26599,1
n381414,P35637,1
n410063,Q15717,1
n383862,O00425,1
n405510,Q07955,1
n344803,Q9Y6M1,1
n383794,Q15717,1
n379841,Q15717,1
n384996,P31483,1
n384770,O00425,1
n381272,Q9Y6M1,1
n407553,Q07955,1
n345831,Q07955,1
n368637,P31483,1
n345386,Q9NZI8,1
n345170,Q15717,1
n384026,O00425,1
n381323,Q15717,1
n345653,Q49AS9,1
n345981,Q15717,1
n406144,Q15717,1
n346071,P35637,1
n386585,Q15717,1
n344745,Q15717,1
n385725,P35637,1
n344687,Q15717,1
n410143,Q15717,1
n406883,Q15717,1
n377717,Q9NZI8,1
n344975,Q9Y6M1,1
n344745,Q9NZI8,1
n368608,Q8NDV7,1
n368608,Q9UPQ9,1
n368608,Q9HCJ0,1
n385729,Q96PU8,1
n386649,Q07955,1
n382996,Q07955,1
n387719,Q13148,1
n371667,Q9NZI8,1
n385064,Q8NDV7,1
n385064,Q9UPQ9,1
n385064,Q9HCJ0,1
n367417,P35637,1
n411597,P35637,1
n379581,Q9Y6M1,1
n385527,P26599,1
n377427,Q15717,1
n371667,Q07955,1
n378866,P35637,1
n384624,Q9Y6M1,1
n407659,Q9Y6M1,1
n363491,Q9NZI8,1
n385210,Q15717,1
n385729,Q15717,1
n386231,Q9UKV8,1
n346110,O00425,1
n344699,O00425,1
n381568,Q49AS9,1
n368267,Q15717,1
n346094,Q9NZI8,1
n344872,P31483,1
n382632,Q07955,1
n345387,Q13148,1
n385787,Q15717,1
n379107,Q86X94,1
n407465,Q9HCE1,1
n379293,P31483,1
n409636,Q15717,1
n365315,Q49AS9,1
n344500,O00425,1
n376314,P35637,1
n344530,Q49AS9,1
n381885,Q9NZI8,1
n406246,P35637,1
n387397,P26599,1
n346167,Q9UKV8,1
n385202,Q15717,1
n384227,Q9NZI8,1
n374660,P31483,1
n387393,Q07955,1
n344971,Q9Y6M1,1
n344659,Q9UL18,1
n344659,Q9UKV8,1
n344659,Q9H9G7,1
n344659,Q9HCK5,1
n386977,O00425,1
n408119,Q9NZI8,1
n370117,Q07955,1
n405566,Q9Y6M1,1
n387397,Q9NZI8,1
n378107,Q13148,1
n376985,P35637,1
n344646,Q9UKV8,1
n345975,Q07955,1
n406198,Q07955,1
n387116,O00425,1
n367646,P26599,1
n371907,Q15717,1
n407050,Q15717,1
n385849,Q07955,1
n386682,O00425,1
n381409,Q9Y6M1,1
n384755,Q9NZI8,1
n386395,Q07955,1
n345417,P35637,1
n382330,O43251,1
n410152,Q9NZI8,1
n384227,Q01844,1
n345179,Q13148,1
n375577,Q15717,1
n410143,Q01844,1
n344775,P35637,1
n344610,Q15717,1
n370574,Q15717,1
n382094,Q13148,1
n366714,B7ZL34,1
n406202,Q07955,1
n376433,Q07955,1
n381078,Q15717,1
n379630,P35637,1
n346416,Q9UL18,1
n346416,Q9UKV8,1
n346416,Q9H9G7,1
n346416,Q9HCK5,1
n385787,Q9NZI8,1
n344687,Q9NZI8,1
n405795,Q9Y6M1,1
n381981,Q13148,1
n344457,Q9Y6M1,1
n381805,Q9UKV8,1
n344454,P31483,1
n368044,O00425,1
n377809,Q07955,1
n384738,Q9Y6M1,1
n410143,O00425,1
n387142,Q15717,1
n385405,P26599,1
n406488,O00425,1
n382184,Q49AS9,1
n407433,Q07955,1
n384580,Q49AS9,1
n409083,P35637,1
n407602,P35637,1
n409683,Q9UKV8,1
n405504,Q9Y6M1,1
n410203,Q13148,1
n409674,P35637,1
n411511,Q15717,1
n386735,Q9UKV8,1
n377717,Q9UKV8,1
n363933,Q13148,1
n344678,Q15717,1
n378619,Q13148,1
n384227,Q9UL18,1
n384227,Q9UKV8,1
n384227,Q9H9G7,1
n384227,Q9HCK5,1
n344758,Q15717,1
n344798,Q13148,1
n344457,O00425,1
n344530,O00425,1
n382220,Q15717,1
n344745,P35637,1
n377656,P35637,1
n408353,Q86X94,1
n383862,Q86X94,1
n385468,P35637,1
n410523,Q9NZI8,1
n367096,Q13148,1
n383565,P35637,1
n378094,P31483,1
n345912,O00425,1
n378567,Q9Y6M1,1
n375625,Q15717,1
n369512,Q07955,1
n374801,Q13148,1
n411064,Q15717,1
n375477,Q15717,1
n406246,Q15717,1
n344589,Q86X94,1
n386605,Q15717,1
n344960,P35637,1
n379562,Q49AS9,1
n384393,Q9Y6M1,1
n345943,Q07955,1
n407311,Q9UKV8,1
n381409,Q49AS9,1
n345746,Q15717,1
n379774,P35637,1
n345915,Q07955,1
n378567,Q9NZI8,1
n386735,Q9HCE1,1
n346525,P31483,1
n383794,O00425,1
n384755,Q9Y6M1,1
n407466,Q9Y6M1,1
n383233,Q9NZI8,1
n386362,P35637,1
n346348,Q07955,1
n345668,P26599,1
n387024,Q07955,1
n383184,P35637,1
n385813,Q9NZI8,1
n344462,Q86X94,1
