Query_Seq_ID,Target_Seq_ID,Align_Score,Normalize_Score,Identity,Similarity
n344472,n345249,468.0,0.19,239/838 (28.5%),323/838 (38.5%)
n345249,n344472,468.0,0.19,239/838 (28.5%),323/838 (38.5%)
n344472,n345251,535.0,0.21,233/813 (28.7%),328/813 (40.3%)
n345251,n344472,535.0,0.21,233/813 (28.7%),328/813 (40.3%)
n344472,n345255,611.0,0.24,243/750 (32.4%),330/750 (44.0%)
n345255,n344472,611.0,0.24,243/750 (32.4%),330/750 (44.0%)
n344472,n345260,520.5,0.21,245/967 (25.3%),346/967 (35.8%)
n345260,n344472,520.5,0.21,245/967 (25.3%),346/967 (35.8%)
n344472,n345270,508.5,0.20,220/785 (28.0%),320/785 (40.8%)
n345270,n344472,508.5,0.20,220/785 (28.0%),320/785 (40.8%)
n344472,n345271,544.0,0.22,233/793 (29.4%),337/793 (42.5%)
n345271,n344472,544.0,0.22,233/793 (29.4%),337/793 (42.5%)
n344472,n345277,542.0,0.22,233/813 (28.7%),327/813 (40.2%)
n345277,n344472,542.0,0.22,233/813 (28.7%),327/813 (40.2%)
n344472,n345281,476.0,0.19,237/884 (26.8%),335/884 (37.9%)
n345281,n344472,476.0,0.19,237/884 (26.8%),335/884 (37.9%)
n344472,n345288,431.0,0.17,241/734 (32.8%),303/734 (41.3%)
n345288,n344472,431.0,0.17,241/734 (32.8%),303/734 (41.3%)
n344472,n345289,289.0,0.11,122/442 (27.6%),182/442 (41.2%)
n345289,n344472,289.0,0.11,122/442 (27.6%),182/442 (41.2%)
n344472,n345293,546.0,0.22,247/764 (32.3%),328/764 (42.9%)
n345293,n344472,546.0,0.22,247/764 (32.3%),328/764 (42.9%)
n344472,n345296,581.5,0.23,235/687 (34.2%),314/687 (45.7%)
n345296,n344472,581.5,0.23,235/687 (34.2%),314/687 (45.7%)
n344472,n345297,558.5,0.22,252/893 (28.2%),349/893 (39.1%)
n345297,n344472,558.5,0.22,252/893 (28.2%),349/893 (39.1%)
n344472,n345298,527.5,0.21,253/935 (27.1%),345/935 (36.9%)
n345298,n344472,527.5,0.21,253/935 (27.1%),345/935 (36.9%)
n344472,n345304,584.5,0.23,248/978 (25.4%),348/978 (35.6%)
n345304,n344472,584.5,0.23,248/978 (25.4%),348/978 (35.6%)
n344472,n345310,541.5,0.22,280/1055 (26.5%),374/1055 (35.5%)
n345310,n344472,541.5,0.22,280/1055 (26.5%),374/1055 (35.5%)
n344472,n345322,530.5,0.21,241/823 (29.3%),338/823 (41.1%)
n345322,n344472,530.5,0.21,241/823 (29.3%),338/823 (41.1%)
n344472,n345323,568.5,0.23,242/863 (28.0%),330/863 (38.2%)
n345323,n344472,568.5,0.23,242/863 (28.0%),330/863 (38.2%)
n344472,n345334,527.5,0.21,272/1080 (25.2%),361/1080 (33.4%)
n345334,n344472,527.5,0.21,272/1080 (25.2%),361/1080 (33.4%)
n344472,n345337,511.5,0.20,234/798 (29.3%),323/798 (40.5%)
n345337,n344472,511.5,0.20,234/798 (29.3%),323/798 (40.5%)
n344472,n345338,494.0,0.20,210/714 (29.4%),295/714 (41.3%)
n345338,n344472,494.0,0.20,210/714 (29.4%),295/714 (41.3%)
n344472,n345357,500.5,0.20,239/926 (25.8%),338/926 (36.5%)
n345357,n344472,500.5,0.20,239/926 (25.8%),338/926 (36.5%)
n344472,n345373,573.5,0.23,238/796 (29.9%),329/796 (41.3%)
n345373,n344472,573.5,0.23,238/796 (29.9%),329/796 (41.3%)
n344472,n345382,560.5,0.22,262/1047 (25.0%),366/1047 (35.0%)
n345382,n344472,560.5,0.22,262/1047 (25.0%),366/1047 (35.0%)
n344472,n345385,538.0,0.21,259/993 (26.1%),359/993 (36.2%)
n345385,n344472,538.0,0.21,259/993 (26.1%),359/993 (36.2%)
n344472,n345386,544.5,0.22,237/807 (29.4%),333/807 (41.3%)
n345386,n344472,544.5,0.22,237/807 (29.4%),333/807 (41.3%)
n344472,n345387,540.5,0.22,246/844 (29.1%),341/844 (40.4%)
n345387,n344472,540.5,0.22,246/844 (29.1%),341/844 (40.4%)
n344472,n345391,539.0,0.21,225/799 (28.2%),325/799 (40.7%)
n345391,n344472,539.0,0.21,225/799 (28.2%),325/799 (40.7%)
n344472,n345395,541.5,0.22,252/894 (28.2%),340/894 (38.0%)
n345395,n344472,541.5,0.22,252/894 (28.2%),340/894 (38.0%)
n344472,n345405,551.5,0.22,249/866 (28.8%),350/866 (40.4%)
n345405,n344472,551.5,0.22,249/866 (28.8%),350/866 (40.4%)
n344472,n345408,535.5,0.21,245/679 (36.1%),311/679 (45.8%)
n345408,n344472,535.5,0.21,245/679 (36.1%),311/679 (45.8%)
n344472,n345417,604.5,0.24,241/785 (30.7%),332/785 (42.3%)
n345417,n344472,604.5,0.24,241/785 (30.7%),332/785 (42.3%)
n344472,n345418,567.0,0.23,233/737 (31.6%),326/737 (44.2%)
n345418,n344472,567.0,0.23,233/737 (31.6%),326/737 (44.2%)
n344472,n345421,568.0,0.23,254/880 (28.9%),340/880 (38.6%)
n345421,n344472,568.0,0.23,254/880 (28.9%),340/880 (38.6%)
n344472,n345422,526.0,0.21,237/719 (33.0%),304/719 (42.3%)
n345422,n344472,526.0,0.21,237/719 (33.0%),304/719 (42.3%)
n344472,n345423,561.0,0.22,270/1090 (24.8%),370/1090 (33.9%)
n345423,n344472,561.0,0.22,270/1090 (24.8%),370/1090 (33.9%)
n344472,n345424,560.5,0.22,257/1018 (25.2%),361/1018 (35.5%)
n345424,n344472,560.5,0.22,257/1018 (25.2%),361/1018 (35.5%)
n344472,n345433,506.0,0.20,239/764 (31.3%),328/764 (42.9%)
n345433,n344472,506.0,0.20,239/764 (31.3%),328/764 (42.9%)
n344472,n345437,554.0,0.22,253/955 (26.5%),357/955 (37.4%)
n345437,n344472,554.0,0.22,253/955 (26.5%),357/955 (37.4%)
n344472,n345449,518.0,0.21,225/747 (30.1%),323/747 (43.2%)
n345449,n344472,518.0,0.21,225/747 (30.1%),323/747 (43.2%)
n344472,n345455,577.0,0.23,242/775 (31.2%),335/775 (43.2%)
n345455,n344472,577.0,0.23,242/775 (31.2%),335/775 (43.2%)
n344472,n345457,548.5,0.22,248/952 (26.1%),353/952 (37.1%)
n345457,n344472,548.5,0.22,248/952 (26.1%),353/952 (37.1%)
n344472,n345458,554.0,0.22,231/805 (28.7%),339/805 (42.1%)
n345458,n344472,554.0,0.22,231/805 (28.7%),339/805 (42.1%)
n344472,n345465,535.5,0.21,244/790 (30.9%),327/790 (41.4%)
n345465,n344472,535.5,0.21,244/790 (30.9%),327/790 (41.4%)
n344472,n345468,536.0,0.21,252/1015 (24.8%),345/1015 (34.0%)
n345468,n344472,536.0,0.21,252/1015 (24.8%),345/1015 (34.0%)
n344472,n345473,558.0,0.22,247/971 (25.4%),351/971 (36.1%)
n345473,n344472,558.0,0.22,247/971 (25.4%),351/971 (36.1%)
n344472,n345474,530.5,0.21,241/905 (26.6%),343/905 (37.9%)
n345474,n344472,530.5,0.21,241/905 (26.6%),343/905 (37.9%)
n344472,n345483,553.5,0.22,239/914 (26.1%),344/914 (37.6%)
n345483,n344472,553.5,0.22,239/914 (26.1%),344/914 (37.6%)
n344472,n345486,482.5,0.19,246/837 (29.4%),313/837 (37.4%)
n345486,n344472,482.5,0.19,246/837 (29.4%),313/837 (37.4%)
n344472,n345501,519.5,0.21,262/1033 (25.4%),365/1033 (35.3%)
n345501,n344472,519.5,0.21,262/1033 (25.4%),365/1033 (35.3%)
n344472,n345502,522.5,0.21,248/813 (30.5%),337/813 (41.5%)
n345502,n344472,522.5,0.21,248/813 (30.5%),337/813 (41.5%)
n344472,n345506,582.0,0.23,242/793 (30.5%),340/793 (42.9%)
n345506,n344472,582.0,0.23,242/793 (30.5%),340/793 (42.9%)
n344472,n345516,534.5,0.21,224/847 (26.4%),325/847 (38.4%)
n345516,n344472,534.5,0.21,224/847 (26.4%),325/847 (38.4%)
n344472,n345524,556.5,0.22,271/1023 (26.5%),365/1023 (35.7%)
n345524,n344472,556.5,0.22,271/1023 (26.5%),365/1023 (35.7%)
n344472,n345527,518.5,0.21,227/797 (28.5%),325/797 (40.8%)
n345527,n344472,518.5,0.21,227/797 (28.5%),325/797 (40.8%)
n344472,n345534,557.5,0.22,259/976 (26.5%),345/976 (35.3%)
n345534,n344472,557.5,0.22,259/976 (26.5%),345/976 (35.3%)
n344472,n345544,557.5,0.22,283/1109 (25.5%),379/1109 (34.2%)
n345544,n344472,557.5,0.22,283/1109 (25.5%),379/1109 (34.2%)
n344472,n345557,531.0,0.21,249/896 (27.8%),332/896 (37.1%)
n345557,n344472,531.0,0.21,249/896 (27.8%),332/896 (37.1%)
n344472,n345558,545.0,0.22,255/869 (29.3%),353/869 (40.6%)
n345558,n344472,545.0,0.22,255/869 (29.3%),353/869 (40.6%)
n344472,n345559,530.5,0.21,240/888 (27.0%),346/888 (39.0%)
n345559,n344472,530.5,0.21,240/888 (27.0%),346/888 (39.0%)
n344472,n345568,509.5,0.20,259/932 (27.8%),348/932 (37.3%)
n345568,n344472,509.5,0.20,259/932 (27.8%),348/932 (37.3%)
n344472,n345574,552.5,0.22,262/949 (27.6%),367/949 (38.7%)
n345574,n344472,552.5,0.22,262/949 (27.6%),367/949 (38.7%)
n344472,n345580,571.5,0.23,231/710 (32.5%),318/710 (44.8%)
n345580,n344472,571.5,0.23,231/710 (32.5%),318/710 (44.8%)
n344472,n345589,439.0,0.17,208/722 (28.8%),297/722 (41.1%)
n345589,n344472,439.0,0.17,208/722 (28.8%),297/722 (41.1%)
n344472,n345594,574.0,0.23,267/990 (27.0%),361/990 (36.5%)
n345594,n344472,574.0,0.23,267/990 (27.0%),361/990 (36.5%)
n344472,n345612,499.0,0.20,230/797 (28.9%),328/797 (41.2%)
n345612,n344472,499.0,0.20,230/797 (28.9%),328/797 (41.2%)
n344472,n345613,517.5,0.21,234/733 (31.9%),314/733 (42.8%)
n345613,n344472,517.5,0.21,234/733 (31.9%),314/733 (42.8%)
n344472,n345618,561.5,0.22,225/741 (30.4%),330/741 (44.5%)
n345618,n344472,561.5,0.22,225/741 (30.4%),330/741 (44.5%)
n344472,n345622,493.0,0.20,241/912 (26.4%),345/912 (37.8%)
n345622,n344472,493.0,0.20,241/912 (26.4%),345/912 (37.8%)
n344472,n345623,545.5,0.22,247/857 (28.8%),351/857 (41.0%)
n345623,n344472,545.5,0.22,247/857 (28.8%),351/857 (41.0%)
n344472,n345630,564.5,0.22,230/729 (31.6%),319/729 (43.8%)
n345630,n344472,564.5,0.22,230/729 (31.6%),319/729 (43.8%)
n344472,n345636,549.0,0.22,260/1035 (25.1%),359/1035 (34.7%)
n345636,n344472,549.0,0.22,260/1035 (25.1%),359/1035 (34.7%)
n344472,n345637,534.5,0.21,215/578 (37.2%),284/578 (49.1%)
n345637,n344472,534.5,0.21,215/578 (37.2%),284/578 (49.1%)
n344472,n345641,586.5,0.23,266/822 (32.4%),346/822 (42.1%)
n345641,n344472,586.5,0.23,266/822 (32.4%),346/822 (42.1%)
n344472,n345647,554.0,0.22,257/917 (28.0%),353/917 (38.5%)
n345647,n344472,554.0,0.22,257/917 (28.0%),353/917 (38.5%)
n344472,n345648,577.0,0.23,240/841 (28.5%),341/841 (40.5%)
n345648,n344472,577.0,0.23,240/841 (28.5%),341/841 (40.5%)
n344472,n345653,523.5,0.21,234/836 (28.0%),327/836 (39.1%)
n345653,n344472,523.5,0.21,234/836 (28.0%),327/836 (39.1%)
n344472,n345666,510.0,0.20,218/691 (31.5%),299/691 (43.3%)
n345666,n344472,510.0,0.20,218/691 (31.5%),299/691 (43.3%)
n344472,n345668,553.5,0.22,270/1172 (23.0%),379/1172 (32.3%)
n345668,n344472,553.5,0.22,270/1172 (23.0%),379/1172 (32.3%)
n344472,n345670,534.0,0.21,264/988 (26.7%),363/988 (36.7%)
n345670,n344472,534.0,0.21,264/988 (26.7%),363/988 (36.7%)
n344472,n345674,356.0,0.14,187/530 (35.3%),235/530 (44.3%)
n345674,n344472,356.0,0.14,187/530 (35.3%),235/530 (44.3%)
n344472,n345685,527.5,0.21,256/958 (26.7%),346/958 (36.1%)
n345685,n344472,527.5,0.21,256/958 (26.7%),346/958 (36.1%)
n344472,n345686,433.0,0.17,204/609 (33.5%),278/609 (45.6%)
n345686,n344472,433.0,0.17,204/609 (33.5%),278/609 (45.6%)
n344472,n345694,532.0,0.21,262/922 (28.4%),344/922 (37.3%)
n345694,n344472,532.0,0.21,262/922 (28.4%),344/922 (37.3%)
n344472,n345696,403.0,0.16,199/572 (34.8%),269/572 (47.0%)
n345696,n344472,403.0,0.16,199/572 (34.8%),269/572 (47.0%)
n344472,n345697,409.0,0.16,194/553 (35.1%),255/553 (46.1%)
n345697,n344472,409.0,0.16,194/553 (35.1%),255/553 (46.1%)
n344472,n345701,477.5,0.19,210/642 (32.7%),283/642 (44.1%)
n345701,n344472,477.5,0.19,210/642 (32.7%),283/642 (44.1%)
n344472,n345707,477.0,0.19,260/999 (26.0%),341/999 (34.1%)
n345707,n344472,477.0,0.19,260/999 (26.0%),341/999 (34.1%)
n344472,n345721,421.5,0.17,195/634 (30.8%),269/634 (42.4%)
n345721,n344472,421.5,0.17,195/634 (30.8%),269/634 (42.4%)
n344472,n345742,565.0,0.23,280/1131 (24.8%),374/1131 (33.1%)
n345742,n344472,565.0,0.23,280/1131 (24.8%),374/1131 (33.1%)
n344472,n345746,323.5,0.13,149/463 (32.2%),205/463 (44.3%)
n345746,n344472,323.5,0.13,149/463 (32.2%),205/463 (44.3%)
n344472,n345751,543.0,0.22,244/779 (31.3%),335/779 (43.0%)
n345751,n344472,543.0,0.22,244/779 (31.3%),335/779 (43.0%)
n344472,n345754,296.0,0.12,134/399 (33.6%),171/399 (42.9%)
n345754,n344472,296.0,0.12,134/399 (33.6%),171/399 (42.9%)
n344472,n345765,518.5,0.21,269/1093 (24.6%),360/1093 (32.9%)
n345765,n344472,518.5,0.21,269/1093 (24.6%),360/1093 (32.9%)
n344472,n345777,549.5,0.22,255/892 (28.6%),338/892 (37.9%)
n345777,n344472,549.5,0.22,255/892 (28.6%),338/892 (37.9%)
n344472,n345779,487.5,0.19,219/644 (34.0%),287/644 (44.6%)
n345779,n344472,487.5,0.19,219/644 (34.0%),287/644 (44.6%)
n344472,n345781,546.5,0.22,261/919 (28.4%),346/919 (37.6%)
n345781,n344472,546.5,0.22,261/919 (28.4%),346/919 (37.6%)
n344472,n345799,357.5,0.14,215/681 (31.6%),275/681 (40.4%)
n345799,n344472,357.5,0.14,215/681 (31.6%),275/681 (40.4%)
n344472,n345800,475.0,0.19,273/990 (27.6%),360/990 (36.4%)
n345800,n344472,475.0,0.19,273/990 (27.6%),360/990 (36.4%)
n344472,n345802,345.0,0.14,172/510 (33.7%),235/510 (46.1%)
n345802,n344472,345.0,0.14,172/510 (33.7%),235/510 (46.1%)
n344472,n345807,467.0,0.19,265/982 (27.0%),339/982 (34.5%)
n345807,n344472,467.0,0.19,265/982 (27.0%),339/982 (34.5%)
n344472,n345813,283.5,0.11,130/352 (36.9%),161/352 (45.7%)
n345813,n344472,283.5,0.11,130/352 (36.9%),161/352 (45.7%)
n344472,n345823,579.0,0.23,269/1038 (25.9%),369/1038 (35.5%)
n345823,n344472,579.0,0.23,269/1038 (25.9%),369/1038 (35.5%)
n344472,n345831,351.5,0.14,174/536 (32.5%),227/536 (42.4%)
n345831,n344472,351.5,0.14,174/536 (32.5%),227/536 (42.4%)
n344472,n345832,551.0,0.22,222/794 (28.0%),321/794 (40.4%)
n345832,n344472,551.0,0.22,222/794 (28.0%),321/794 (40.4%)
n344472,n345839,450.5,0.18,214/722 (29.6%),309/722 (42.8%)
n345839,n344472,450.5,0.18,214/722 (29.6%),309/722 (42.8%)
n344472,n345847,554.5,0.22,255/937 (27.2%),353/937 (37.7%)
n345847,n344472,554.5,0.22,255/937 (27.2%),353/937 (37.7%)
n344472,n345850,566.5,0.23,230/733 (31.4%),332/733 (45.3%)
n345850,n344472,566.5,0.23,230/733 (31.4%),332/733 (45.3%)
n344472,n345852,464.5,0.18,227/832 (27.3%),315/832 (37.9%)
n345852,n344472,464.5,0.18,227/832 (27.3%),315/832 (37.9%)
n344472,n345856,535.5,0.21,263/925 (28.4%),357/925 (38.6%)
n345856,n344472,535.5,0.21,263/925 (28.4%),357/925 (38.6%)
n344472,n345861,268.5,0.10,115/383 (30.0%),161/383 (42.0%)
n345861,n344472,268.5,0.10,115/383 (30.0%),161/383 (42.0%)
n344472,n345873,513.5,0.20,243/860 (28.3%),337/860 (39.2%)
n345873,n344472,513.5,0.20,243/860 (28.3%),337/860 (39.2%)
n344472,n345879,548.5,0.22,243/829 (29.3%),341/829 (41.1%)
n345879,n344472,548.5,0.22,243/829 (29.3%),341/829 (41.1%)
n344472,n345881,568.0,0.23,227/722 (31.4%),325/722 (45.0%)
n345881,n344472,568.0,0.23,227/722 (31.4%),325/722 (45.0%)
n344472,n345885,448.5,0.18,251/874 (28.7%),326/874 (37.3%)
n345885,n344472,448.5,0.18,251/874 (28.7%),326/874 (37.3%)
n344472,n345886,576.5,0.23,265/857 (30.9%),353/857 (41.2%)
n345886,n344472,576.5,0.23,265/857 (30.9%),353/857 (41.2%)
n344472,n345887,489.5,0.19,254/898 (28.3%),341/898 (38.0%)
n345887,n344472,489.5,0.19,254/898 (28.3%),341/898 (38.0%)
n344472,n345888,521.0,0.21,249/808 (30.8%),325/808 (40.2%)
n345888,n344472,521.0,0.21,249/808 (30.8%),325/808 (40.2%)
n344472,n345903,475.5,0.19,252/748 (33.7%),311/748 (41.6%)
n345903,n344472,475.5,0.19,252/748 (33.7%),311/748 (41.6%)
n344472,n345904,548.0,0.22,232/707 (32.8%),318/707 (45.0%)
n345904,n344472,548.0,0.22,232/707 (32.8%),318/707 (45.0%)
n344472,n345909,239.5,0.09,119/371 (32.1%),154/371 (41.5%)
n345909,n344472,239.5,0.09,119/371 (32.1%),154/371 (41.5%)
n344472,n345912,360.5,0.14,171/496 (34.5%),218/496 (44.0%)
n345912,n344472,360.5,0.14,171/496 (34.5%),218/496 (44.0%)
n344472,n345915,423.5,0.17,205/611 (33.6%),275/611 (45.0%)
n345915,n344472,423.5,0.17,205/611 (33.6%),275/611 (45.0%)
n344472,n345916,238.5,0.09,145/432 (33.6%),177/432 (41.0%)
n345916,n344472,238.5,0.09,145/432 (33.6%),177/432 (41.0%)
n344472,n345925,409.0,0.16,204/653 (31.2%),282/653 (43.2%)
n345925,n344472,409.0,0.16,204/653 (31.2%),282/653 (43.2%)
n344472,n345934,538.0,0.21,248/820 (30.2%),342/820 (41.7%)
n345934,n344472,538.0,0.21,248/820 (30.2%),342/820 (41.7%)
n344472,n345935,517.5,0.21,253/872 (29.0%),342/872 (39.2%)
n345935,n344472,517.5,0.21,253/872 (29.0%),342/872 (39.2%)
n344472,n345939,269.5,0.10,104/353 (29.5%),150/353 (42.5%)
n345939,n344472,269.5,0.10,104/353 (29.5%),150/353 (42.5%)
n344472,n345941,499.0,0.20,213/716 (29.7%),303/716 (42.3%)
n345941,n344472,499.0,0.20,213/716 (29.7%),303/716 (42.3%)
n344472,n345943,454.5,0.18,260/868 (30.0%),341/868 (39.3%)
n345943,n344472,454.5,0.18,260/868 (30.0%),341/868 (39.3%)
n344472,n345954,572.0,0.23,261/930 (28.1%),352/930 (37.8%)
n345954,n344472,572.0,0.23,261/930 (28.1%),352/930 (37.8%)
n344472,n345955,537.5,0.21,257/863 (29.8%),338/863 (39.2%)
n345955,n344472,537.5,0.21,257/863 (29.8%),338/863 (39.2%)
n344472,n345957,274.5,0.11,132/473 (27.9%),173/473 (36.6%)
n345957,n344472,274.5,0.11,132/473 (27.9%),173/473 (36.6%)
n344472,n345960,323.0,0.13,179/573 (31.2%),227/573 (39.6%)
n345960,n344472,323.0,0.13,179/573 (31.2%),227/573 (39.6%)
n344472,n345966,360.0,0.14,175/552 (31.7%),233/552 (42.2%)
n345966,n344472,360.0,0.14,175/552 (31.7%),233/552 (42.2%)
n344472,n345971,416.0,0.16,251/975 (25.7%),336/975 (34.5%)
n345971,n344472,416.0,0.16,251/975 (25.7%),336/975 (34.5%)
n344472,n345975,541.0,0.22,230/719 (32.0%),324/719 (45.1%)
n345975,n344472,541.0,0.22,230/719 (32.0%),324/719 (45.1%)
n344472,n345977,465.0,0.18,247/757 (32.6%),324/757 (42.8%)
n345977,n344472,465.0,0.18,247/757 (32.6%),324/757 (42.8%)
n344472,n345981,541.5,0.22,258/926 (27.9%),347/926 (37.5%)
n345981,n344472,541.5,0.22,258/926 (27.9%),347/926 (37.5%)
n344472,n345988,401.5,0.16,192/632 (30.4%),259/632 (41.0%)
n345988,n344472,401.5,0.16,192/632 (30.4%),259/632 (41.0%)
n344472,n346007,546.5,0.22,254/898 (28.3%),340/898 (37.9%)
n346007,n344472,546.5,0.22,254/898 (28.3%),340/898 (37.9%)
n344472,n346012,547.0,0.22,251/893 (28.1%),352/893 (39.4%)
n346012,n344472,547.0,0.22,251/893 (28.1%),352/893 (39.4%)
n344472,n346026,537.0,0.21,263/961 (27.4%),350/961 (36.4%)
n346026,n344472,537.0,0.21,263/961 (27.4%),350/961 (36.4%)
n344472,n346031,545.5,0.22,247/793 (31.1%),323/793 (40.7%)
n346031,n344472,545.5,0.22,247/793 (31.1%),323/793 (40.7%)
n344472,n346032,584.0,0.23,243/840 (28.9%),354/840 (42.1%)
n346032,n344472,584.0,0.23,243/840 (28.9%),354/840 (42.1%)
n344472,n346033,320.5,0.13,174/519 (33.5%),217/519 (41.8%)
n346033,n344472,320.5,0.13,174/519 (33.5%),217/519 (41.8%)
n344472,n346040,415.0,0.16,236/776 (30.4%),306/776 (39.4%)
n346040,n344472,415.0,0.16,236/776 (30.4%),306/776 (39.4%)
n344472,n346041,445.5,0.18,195/581 (33.6%),261/581 (44.9%)
n346041,n344472,445.5,0.18,195/581 (33.6%),261/581 (44.9%)
n344472,n346051,560.0,0.22,257/906 (28.4%),341/906 (37.6%)
n346051,n344472,560.0,0.22,257/906 (28.4%),341/906 (37.6%)
n344472,n346060,550.0,0.22,275/987 (27.9%),367/987 (37.2%)
n346060,n344472,550.0,0.22,275/987 (27.9%),367/987 (37.2%)
n344472,n346066,488.0,0.19,238/976 (24.4%),329/976 (33.7%)
n346066,n344472,488.0,0.19,238/976 (24.4%),329/976 (33.7%)
n344472,n346067,424.5,0.17,215/687 (31.3%),282/687 (41.0%)
n346067,n344472,424.5,0.17,215/687 (31.3%),282/687 (41.0%)
n344472,n346071,569.0,0.23,241/785 (30.7%),332/785 (42.3%)
n346071,n344472,569.0,0.23,241/785 (30.7%),332/785 (42.3%)
n344472,n346075,221.0,0.09,108/352 (30.7%),142/352 (40.3%)
n346075,n344472,221.0,0.09,108/352 (30.7%),142/352 (40.3%)
n344472,n346078,231.0,0.09,112/314 (35.7%),137/314 (43.6%)
n346078,n344472,231.0,0.09,112/314 (35.7%),137/314 (43.6%)
n344472,n346081,527.5,0.21,254/791 (32.1%),330/791 (41.7%)
n346081,n344472,527.5,0.21,254/791 (32.1%),330/791 (41.7%)
n344472,n346082,560.5,0.22,257/835 (30.8%),338/835 (40.5%)
n346082,n344472,560.5,0.22,257/835 (30.8%),338/835 (40.5%)
n344472,n346094,554.0,0.22,281/983 (28.6%),370/983 (37.6%)
n346094,n344472,554.0,0.22,281/983 (28.6%),370/983 (37.6%)
n344472,n346109,537.0,0.21,266/943 (28.2%),361/943 (38.3%)
n346109,n344472,537.0,0.21,266/943 (28.2%),361/943 (38.3%)
n344472,n346110,379.5,0.15,209/676 (30.9%),267/676 (39.5%)
n346110,n344472,379.5,0.15,209/676 (30.9%),267/676 (39.5%)
n344472,n346116,550.0,0.22,265/1000 (26.5%),360/1000 (36.0%)
n346116,n344472,550.0,0.22,265/1000 (26.5%),360/1000 (36.0%)
n344472,n346126,554.0,0.22,248/703 (35.3%),331/703 (47.1%)
n346126,n344472,554.0,0.22,248/703 (35.3%),331/703 (47.1%)
n344472,n346128,509.5,0.20,234/765 (30.6%),325/765 (42.5%)
n346128,n344472,509.5,0.20,234/765 (30.6%),325/765 (42.5%)
n344472,n346137,531.5,0.21,243/894 (27.2%),321/894 (35.9%)
n346137,n344472,531.5,0.21,243/894 (27.2%),321/894 (35.9%)
n344472,n346143,562.5,0.22,267/851 (31.4%),349/851 (41.0%)
n346143,n344472,562.5,0.22,267/851 (31.4%),349/851 (41.0%)
n344472,n346167,562.5,0.22,259/1000 (25.9%),351/1000 (35.1%)
n346167,n344472,562.5,0.22,259/1000 (25.9%),351/1000 (35.1%)
n344472,n346171,495.5,0.20,273/902 (30.3%),349/902 (38.7%)
n346171,n344472,495.5,0.20,273/902 (30.3%),349/902 (38.7%)
n344472,n346177,364.5,0.14,169/471 (35.9%),231/471 (49.0%)
n346177,n344472,364.5,0.14,169/471 (35.9%),231/471 (49.0%)
n344472,n346186,525.0,0.21,225/782 (28.8%),317/782 (40.5%)
n346186,n344472,525.0,0.21,225/782 (28.8%),317/782 (40.5%)
n344472,n346188,330.0,0.13,165/545 (30.3%),218/545 (40.0%)
n346188,n344472,330.0,0.13,165/545 (30.3%),218/545 (40.0%)
n344472,n346189,147.5,0.06,99/296 (33.4%),118/296 (39.9%)
n346189,n344472,147.5,0.06,99/296 (33.4%),118/296 (39.9%)
n344472,n346196,235.5,0.09,109/385 (28.3%),150/385 (39.0%)
n346196,n344472,235.5,0.09,109/385 (28.3%),150/385 (39.0%)
n344472,n346200,577.0,0.23,271/1044 (26.0%),375/1044 (35.9%)
n346200,n344472,577.0,0.23,271/1044 (26.0%),375/1044 (35.9%)
n344472,n346205,448.0,0.18,235/680 (34.6%),310/680 (45.6%)
n346205,n344472,448.0,0.18,235/680 (34.6%),310/680 (45.6%)
n344472,n346211,520.5,0.21,244/867 (28.1%),344/867 (39.7%)
n346211,n344472,520.5,0.21,244/867 (28.1%),344/867 (39.7%)
n344472,n346227,427.5,0.17,192/655 (29.3%),281/655 (42.9%)
n346227,n344472,427.5,0.17,192/655 (29.3%),281/655 (42.9%)
n344472,n346236,296.0,0.12,143/484 (29.5%),194/484 (40.1%)
n346236,n344472,296.0,0.12,143/484 (29.5%),194/484 (40.1%)
n344472,n346238,399.0,0.16,204/589 (34.6%),250/589 (42.4%)
n346238,n344472,399.0,0.16,204/589 (34.6%),250/589 (42.4%)
n344472,n346247,542.0,0.22,249/813 (30.6%),332/813 (40.8%)
n346247,n344472,542.0,0.22,249/813 (30.6%),332/813 (40.8%)
n344472,n346260,265.0,0.10,116/366 (31.7%),150/366 (41.0%)
n346260,n344472,265.0,0.10,116/366 (31.7%),150/366 (41.0%)
n344472,n346272,449.5,0.18,235/823 (28.6%),305/823 (37.1%)
